,INFY.NS,^NSEI
2007-12-27,260.63726,6081.5
2007-12-28,259.74765,6079.700195
2007-12-31,255.93757000000002,6138.600098
2008-01-01,252.60412000000002,6144.350098
2008-01-02,252.81409,6179.399902
2008-01-03,247.1386,6178.549805
2008-01-04,245.09215,6274.299805
2008-01-07,236.6975,6279.100098
2008-01-08,240.37049,6287.850098
2008-01-09,239.02565,6272.0
2008-01-10,231.7381,6156.950195
2008-01-11,228.7303,6200.100098
2008-01-14,221.17437,6206.799805
2008-01-15,217.21217000000001,6074.25
2008-01-16,216.22886,5935.75
2008-01-17,215.52029,5913.200195
2008-01-18,212.33896000000001,5705.299805
2008-01-21,201.16093999999998,5208.799805
2008-01-22,199.68597,4899.299805
2008-01-23,205.62926000000002,5203.399902
2008-01-24,205.70908,5033.450195
2008-01-25,219.77864,5383.350098
2008-01-28,209.15012,5274.100098
2008-01-29,215.83841,5280.799805
2008-01-30,215.93212999999997,5167.600098
2008-01-31,216.77141,5137.450195
2008-02-01,230.58819,5317.25
2008-02-04,237.16081,5463.5
2008-02-05,232.71391,5483.899902
2008-02-06,218.34704,5322.549805
2008-02-07,214.35592000000003,5133.25
2008-02-08,224.47832000000002,5120.350098
2008-02-11,225.28811000000002,4857.0
2008-02-12,223.45162000000002,4838.25
2008-02-13,223.4736,4929.450195
2008-02-14,223.6691,5202.0
2008-02-15,226.36571,5302.899902
2008-02-18,224.88379,5276.899902
2008-02-19,225.07872000000003,5280.799805
2008-02-20,226.87183,5154.450195
2008-02-21,235.35324,5191.799805
2008-02-22,228.57122999999999,5110.75
2008-02-25,233.56013,5200.700195
2008-02-26,240.45725,5270.049805
2008-02-27,234.10212,5268.399902
2008-02-28,231.27479,5285.100098
2008-02-29,223.87849,5223.5
2008-03-03,212.26666,4953.0
2008-03-04,205.20296000000002,4864.25
2008-03-05,213.84287,4921.399902
2008-03-07,206.86593,4771.600098
2008-03-10,206.94517,4800.399902
2008-03-11,206.25801,4865.899902
2008-03-12,200.30082,4872.0
2008-03-13,193.43899,4623.600098
2008-03-14,198.13868,4745.799805
2008-03-17,193.45346999999998,4503.100098
2008-03-18,190.09861,4533.0
2008-03-19,194.30663,4573.950195
2008-03-24,196.72849,4609.850098
2008-03-25,215.79504,4877.5
2008-03-26,216.8362,4828.850098
2008-03-27,208.4855,4830.25
2008-03-28,219.97412999999997,4942.0
2008-03-31,208.2177,4734.5
2008-04-01,205.78138,4739.549805
2008-04-02,214.42129,4754.200195
2008-04-03,220.16213,4771.600098
2008-04-04,214.8042,4647.0
2008-04-07,215.75917,4761.200195
2008-04-08,212.12899,4709.649902
2008-04-09,214.00887000000003,4747.049805
2008-04-10,210.05418999999998,4733.0
2008-04-11,205.6148,4777.799805
2008-04-15,218.4124,4879.649902
2008-04-16,231.39798,4887.299805
2008-04-17,239.91526000000002,4958.399902
2008-04-21,237.99201000000002,5037.0
2008-04-22,231.16661000000002,5049.299805
2008-04-23,238.30262000000002,5022.799805
2008-04-24,245.25872999999999,4999.850098
2008-04-25,243.55933,5111.700195
2008-04-28,240.5735,5089.649902
2008-04-29,252.99513,5195.5
2008-04-30,253.50818999999998,5165.899902
2008-05-02,258.47511000000003,5228.200195
2008-05-05,258.2582,5192.25
2008-05-06,261.36722000000003,5144.649902
2008-05-07,266.67483,5135.5
2008-05-08,258.07079,5081.700195
2008-05-09,252.96563999999998,4982.600098
2008-05-12,256.44369,5012.649902
2008-05-13,252.87944,4957.799805
2008-05-14,263.89088,5011.75
2008-05-15,273.75298,5115.25
2008-05-16,270.61505,5157.700195
2008-05-20,272.97211,5104.950195
2008-05-21,270.50687999999997,5117.649902
2008-05-22,269.49464,5025.450195
2008-05-23,264.44789,4946.549805
2008-05-26,273.90724,4875.049805
2008-05-27,273.6236,4859.799805
2008-05-28,277.76479,4918.350098
2008-05-29,290.53092999999996,4835.299805
2008-05-30,302.4502,4870.100098
2008-06-02,300.60111,4739.600098
2008-06-03,296.2015,4715.899902
2008-06-04,288.25838999999996,4585.600098
2008-06-05,305.03153,4676.950195
2008-06-06,307.18881,4627.799805
2008-06-09,293.00441,4500.950195
2008-06-10,285.69309,4449.799805
2008-06-11,291.67121000000003,4523.600098
2008-06-12,288.90558,4539.350098
2008-06-13,287.63462999999996,4517.100098
2008-06-16,293.97519,4572.5
2008-06-17,294.55332999999996,4653.0
2008-06-18,286.98684,4582.399902
2008-06-19,286.97944,4504.25
2008-06-20,281.52461,4347.549805
2008-06-23,284.42152999999996,4266.399902
2008-06-24,276.50864,4191.100098
2008-06-25,269.15909,4252.649902
2008-06-26,275.06819,4315.850098
2008-06-27,262.79452000000003,4136.649902
2008-06-30,267.62559,4040.5500490000004
2008-07-01,264.57457999999997,3896.75
2008-07-02,280.53842000000003,4093.350098
2008-07-03,268.58896,3925.75
2008-07-04,270.55332999999996,4016.0
2008-07-07,277.33333999999996,4030.0
2008-07-08,267.59476,3988.5500490000004
2008-07-09,280.73875,4157.100098
2008-07-10,278.17283,4162.200195
2008-07-11,258.38751,4049.0
2008-07-14,239.69687000000002,4039.6999509999996
2008-07-15,238.01727000000002,3861.100098
2008-07-16,238.47152999999997,3816.6999509999996
2008-07-17,243.8185,3947.1999509999996
2008-07-18,238.44072000000003,4092.25
2008-07-21,240.58258999999998,4159.5
2008-07-22,243.20213999999999,4240.100098
2008-07-23,246.89232,4476.799805
2008-07-24,241.50714,4433.549805
2008-07-25,238.94182,4311.850098
2008-07-28,237.21537999999998,4332.100098
2008-07-29,237.4083,4189.850098
2008-07-30,246.86211,4313.549805
2008-07-31,243.99539,4332.950195
2008-08-01,252.6245,4413.549805
2008-08-04,255.61387000000002,4395.350098
2008-08-05,258.65008,4502.850098
2008-08-06,261.85457,4517.549805
2008-08-07,265.98482,4523.850098
2008-08-08,258.81157,4529.5
2008-08-11,257.39392999999995,4620.399902
2008-08-12,247.14687,4552.25
2008-08-13,250.54427,4529.049805
2008-08-14,260.95344,4430.700195
2008-08-18,262.62502,4393.049805
2008-08-19,260.83817,4368.25
2008-08-20,261.84717,4415.75
2008-08-21,256.01451000000003,4283.850098
2008-08-22,261.41571,4327.450195
2008-08-25,262.94861000000003,4335.350098
2008-08-26,261.64685,4337.5
2008-08-27,263.21857,4292.100098
2008-08-28,261.86258,4214.0
2008-08-29,269.5209,4360.0
2008-09-01,265.54536,4348.649902
2008-09-02,273.55009,4504.0
2008-09-04,275.66915,4447.75
2008-09-05,263.85036,4352.299805
2008-09-08,269.6676,4482.299805
2008-09-09,269.57453,4468.700195
2008-09-10,271.16228,4400.25
2008-09-11,269.76005,4290.299805
2008-09-12,253.32592000000002,4228.450195
2008-09-15,243.17932000000002,4072.899902
2008-09-16,241.36845,4074.899902
2008-09-17,243.31,4008.25
2008-09-18,235.05071,4038.149902
2008-09-19,250.39018,4245.25
2008-09-22,251.15323999999998,4223.049805
2008-09-23,237.90878999999998,4126.899902
2008-09-24,234.88121,4161.25
2008-09-25,232.19201,4110.549805
2008-09-26,222.95455,3985.25
2008-09-29,214.69527000000002,3850.0500490000004
2008-09-30,215.4275,3921.1999509999996
2008-10-01,223.32438,3950.75
2008-10-03,214.47954,3818.3000490000004
2008-10-06,203.19266000000002,3602.350098
2008-10-07,200.59592,3606.600098
2008-10-08,193.26858000000001,3513.649902
2008-10-10,188.79252,3279.949951
2008-10-13,203.17725,3490.6999509999996
2008-10-14,215.41147999999998,3518.649902
2008-10-15,205.77338,3338.399902
2008-10-16,200.62666000000002,3269.300049
2008-10-17,191.0563,3074.350098
2008-10-20,205.63868,3122.800049
2008-10-21,214.06531,3234.899902
2008-10-22,206.43292,3065.149902
2008-10-23,203.84305,2943.149902
2008-10-24,197.94211,2584.0
2008-10-27,198.84756000000002,2524.199951
2008-10-28,203.22353999999999,2684.600098
2008-10-29,207.19477,2697.050049
2008-10-31,220.63342000000003,2885.600098
2008-11-03,218.98963999999998,3043.850098
2008-11-04,211.57138999999998,3142.100098
2008-11-05,209.99877,2994.949951
2008-11-06,197.87856000000002,2892.649902
2008-11-07,200.5949,2973.0
2008-11-10,212.61979,3148.25
2008-11-11,199.62591,2938.649902
2008-11-12,200.06243,2848.449951
2008-11-14,192.71596,2810.350098
2008-11-17,195.76588,2799.550049
2008-11-18,187.5216,2683.149902
2008-11-19,186.28257,2635.0
2008-11-20,178.20477,2553.149902
2008-11-21,188.18114,2693.449951
2008-11-24,190.01552,2708.25
2008-11-25,187.75161,2654.0
2008-11-26,188.57,2752.25
2008-11-28,197.58438999999998,2755.100098
2008-12-01,195.57525,2682.899902
2008-12-02,191.94523999999998,2657.800049
2008-12-03,183.71747,2656.449951
2008-12-04,189.41191,2788.0
2008-12-05,180.21453,2714.399902
2008-12-08,183.90809,2784.0
2008-12-10,186.44967,2928.25
2008-12-11,180.27806999999999,2920.149902
2008-12-12,175.50433,2921.350098
2008-12-15,175.09958999999998,2981.199951
2008-12-16,178.6737,3041.75
2008-12-17,181.33473999999998,2954.350098
2008-12-18,186.97388999999998,3060.75
2008-12-19,189.23718,3077.5
2008-12-22,188.52236000000002,3039.300049
2008-12-23,186.81503999999998,2968.649902
2008-12-24,186.48908,2916.850098
2008-12-25,185.85368,
2008-12-26,176.20327,2857.25
2008-12-29,176.91872,2922.199951
2008-12-30,179.16613,2979.5
2008-12-31,177.18813,2959.149902
2009-01-01,182.38314,3033.449951
2009-01-02,179.83328999999998,3046.75
2009-01-05,186.29847,3121.449951
2009-01-06,185.62367,3112.800049
2009-01-07,188.6418,2920.399902
2009-01-08,188.6418,
2009-01-09,191.15925,2873.0
2009-01-12,184.21752,2773.100098
2009-01-13,195.09108,2744.949951
2009-01-14,207.07594,2835.300049
2009-01-15,198.83166,2736.699951
2009-01-16,201.32561,2828.449951
2009-01-19,200.47608,2846.199951
2009-01-20,198.83992,2796.600098
2009-01-21,194.4074,2706.149902
2009-01-22,195.52761,2713.800049
2009-01-23,191.35811999999999,2678.550049
2009-01-27,198.8952,2771.350098
2009-01-28,204.39139,2849.5
2009-01-29,208.11672,2823.949951
2009-01-30,207.56075,2874.800049
2009-02-02,203.27182,2766.649902
2009-02-03,203.72423,2783.899902
2009-02-04,203.58952,2803.050049
2009-02-05,199.49058,2780.050049
2009-02-06,204.74087,2843.100098
2009-02-09,208.42616,2919.899902
2009-02-10,207.83843000000002,2934.5
2009-02-11,206.80591,2925.699951
2009-02-12,199.28471000000002,2893.050049
2009-02-13,198.82404,2948.350098
2009-02-16,194.02616,2848.5
2009-02-17,186.48082,2770.5
2009-02-18,187.25156,2776.149902
2009-02-19,192.02466,2789.350098
2009-02-20,186.98977,2736.449951
2009-02-24,188.3241,2733.899902
2009-02-25,193.39076,2762.5
2009-02-26,196.33773,2785.649902
2009-02-27,195.58289,2763.649902
2009-03-02,193.64556000000002,2674.600098
2009-03-03,190.23792,2622.399902
2009-03-04,190.49206999999998,2645.199951
2009-03-05,187.75161,2576.699951
2009-03-06,193.69258,2620.149902
2009-03-09,190.94512,2573.149902
2009-03-12,195.03518,2617.449951
2009-03-13,206.0358,2719.25
2009-03-16,204.56613000000002,2777.25
2009-03-17,201.02379,2757.449951
2009-03-18,203.01766,2794.699951
2009-03-19,206.0593,2807.149902
2009-03-20,205.90045,2807.050049
2009-03-23,211.47607999999997,2939.899902
2009-03-24,209.80052,2938.699951
2009-03-25,212.69095,2984.350098
2009-03-26,219.07732000000001,3082.25
2009-03-27,213.63643,3108.649902
2009-03-30,206.7106,2978.149902
2009-03-31,210.30059,3020.949951
2009-04-01,218.21953,3060.350098
2009-04-02,225.4707,3211.050049
2009-04-06,224.62117,3256.600098
2009-04-07,225.40716,
2009-04-08,226.38439,3342.949951
2009-04-09,226.67795,3342.050049
2009-04-10,226.36025,
2009-04-13,223.86632000000003,3382.600098
2009-04-14,223.97751,
2009-04-15,217.71885,3484.149902
2009-04-16,213.68407000000002,3369.5
2009-04-17,221.96013,3384.399902
2009-04-20,221.34824,3377.100098
2009-04-21,216.42391,3365.3000490000004
2009-04-22,219.38676,3330.300049
2009-04-23,230.40265,3423.6999509999996
2009-04-24,230.10908999999998,3480.75
2009-04-27,228.09171,3470.0
2009-04-28,227.27393999999998,3362.350098
2009-04-29,239.74299,3473.9499509999996
2009-04-30,237.162,
2009-05-01,237.162,
2009-05-04,258.63842,3654.0
2009-05-05,251.30785,3661.899902
2009-05-06,249.90935,3625.0500490000004
2009-05-07,246.65356,3683.899902
2009-05-08,241.56212000000002,3620.6999509999996
2009-05-11,241.07795,3554.600098
2009-05-12,253.91234,3681.100098
2009-05-13,250.02053999999998,3635.25
2009-05-14,248.94861,3593.4499509999996
2009-05-15,253.01517,3671.649902
2009-05-18,285.94462000000004,4323.149902
2009-05-19,247.6378,4318.450195
2009-05-20,243.1824,4270.299805
2009-05-21,238.65519,4210.899902
2009-05-22,241.8163,4238.5
2009-05-25,240.02955,4237.549805
2009-05-26,245.84342999999998,4116.700195
2009-05-27,252.27683,4276.049805
2009-05-28,250.82304,4337.100098
2009-05-29,254.96901,4448.950195
2009-06-01,266.31085,4529.899902
2009-06-02,268.24118,4525.25
2009-06-03,260.75112,4530.700195
2009-06-04,267.71545,4572.649902
2009-06-05,279.04889,4586.899902
2009-06-08,286.1446,4429.899902
2009-06-09,294.80072,4550.950195
2009-06-10,297.10026,4655.25
2009-06-11,287.59791,4637.700195
2009-06-12,283.90222,4583.399902
2009-06-15,281.70977,4484.0
2009-06-16,283.27872,4517.799805
2009-06-17,281.10992999999996,4356.149902
2009-06-18,283.45939,4251.399902
2009-06-19,290.79295,4313.600098
2009-06-22,290.13594,4235.25
2009-06-23,287.0066,4247.0
2009-06-24,288.68262999999996,4292.950195
2009-06-25,288.93689,4241.850098
2009-06-26,300.10607000000005,4375.5
2009-06-29,292.85399,4390.950195
2009-06-30,291.79489,4291.100098
2009-07-01,294.86641000000003,4340.899902
2009-07-02,295.10491,4348.850098
2009-07-03,296.50106,4424.25
2009-07-06,289.28182000000004,4165.700195
2009-07-07,285.45474,4202.149902
2009-07-08,280.28078,4078.899902
2009-07-09,275.54242,4080.9499509999996
2009-07-10,282.70383,4003.899902
2009-07-13,290.74367,3974.0500490000004
2009-07-14,297.59302,4111.399902
2009-07-15,294.28365,4233.5
2009-07-16,294.84999,4231.399902
2009-07-17,306.54479,4374.950195
2009-07-20,323.80773999999997,4502.25
2009-07-21,319.16792999999996,4469.100098
2009-07-22,315.33231,4398.899902
2009-07-23,321.73026,4523.75
2009-07-24,329.10521,4568.549805
2009-07-27,333.08802000000003,4572.299805
2009-07-28,328.02115,4564.100098
2009-07-29,325.99228999999997,4513.5
2009-07-30,330.79636,4571.450195
2009-07-31,339.07536,4636.450195
2009-08-03,341.06216,4711.399902
2009-08-04,335.69174,4680.5
2009-08-05,344.7007,4694.149902
2009-08-06,338.09771,4585.5
2009-08-07,335.01831,4481.399902
2009-08-10,342.91032,4437.649902
2009-08-11,342.41756000000004,4471.350098
2009-08-12,335.53539,4457.5
2009-08-13,338.9847,4605.0
2009-08-14,335.46114,4580.049805
2009-08-17,325.63095,4387.899902
2009-08-18,324.12771000000004,4458.899902
2009-08-19,320.53911,4394.100098
2009-08-20,326.93643,4453.450195
2009-08-21,333.94212999999996,4528.799805
2009-08-24,340.97213,4642.799805
2009-08-25,344.10937,4659.350098
2009-08-26,358.01302000000004,4680.850098
2009-08-27,360.00903999999997,4688.200195
2009-08-28,359.8198,4732.350098
2009-08-31,350.04677000000004,4662.100098
2009-09-01,352.30556,4625.350098
2009-09-02,355.58276,4608.350098
2009-09-03,359.25346,4593.549805
2009-09-04,361.5287,4680.399902
2009-09-07,365.33081,4782.899902
2009-09-08,361.98007,4805.25
2009-09-09,359.66409,4814.25
2009-09-10,367.97529,4819.399902
2009-09-11,372.42652000000004,4829.549805
2009-09-14,369.59283999999997,4808.600098
2009-09-15,372.94426,4892.100098
2009-09-16,381.07477,4958.399902
2009-09-17,387.9484,4965.549805
2009-09-18,388.33409,4976.049805
2009-09-21,387.4228,
2009-09-22,395.87327,5020.200195
2009-09-23,388.77756,4969.950195
2009-09-24,375.22671,4986.549805
2009-09-25,368.00813999999997,4958.950195
2009-09-28,368.74727,
2009-09-29,377.01773,5006.850098
2009-09-30,378.83237,5083.950195
2009-10-01,383.81777999999997,5083.399902
2009-10-02,384.51552999999996,
2009-10-05,381.57543,5003.200195
2009-10-06,379.81003,5027.399902
2009-10-07,370.02055,4985.75
2009-10-08,363.12984,5002.25
2009-10-09,357.67666,4945.200195
2009-10-12,367.82743999999997,5054.25
2009-10-13,367.10475,
2009-10-14,370.52975,5118.200195
2009-10-15,370.78857999999997,5108.850098
2009-10-16,366.19813999999997,5142.149902
2009-10-19,367.04292000000004,
2009-10-20,365.93127000000004,5114.450195
2009-10-21,370.65484,5063.600098
2009-10-22,370.07757999999995,4988.600098
2009-10-23,377.91207,4997.049805
2009-10-26,380.23638,4970.899902
2009-10-27,375.0025,4846.700195
2009-10-28,377.36025,4826.149902
2009-10-29,369.27562,4750.549805
2009-10-30,368.91575,4711.700195
2009-11-02,370.3371,
2009-11-03,358.35629,4563.899902
2009-11-04,374.09081000000003,4710.799805
2009-11-05,371.49893,4765.549805
2009-11-06,370.98928,4796.149902
2009-11-09,373.24671,4898.399902
2009-11-10,370.88023,4881.700195
2009-11-11,385.72983,5003.950195
2009-11-12,389.01531,4952.649902
2009-11-13,394.58367000000004,4998.950195
2009-11-16,393.28741,5058.049805
2009-11-17,401.03829,5062.25
2009-11-18,406.89091,5054.700195
2009-11-19,402.98604,4989.0
2009-11-20,405.78726,5052.450195
2009-11-23,402.48438,5103.549805
2009-11-24,407.125,5090.549805
2009-11-25,407.76912999999996,5108.149902
2009-11-26,400.22694,5005.549805
2009-11-27,389.25813999999997,4941.75
2009-11-30,397.86985,5032.700195
2009-12-01,400.61221,5122.0
2009-12-02,400.55334,5123.25
2009-12-03,397.46785,5131.700195
2009-12-04,398.5802,5108.899902
2009-12-07,399.75073,5066.700195
2009-12-08,409.09817999999996,5147.950195
2009-12-09,410.77905,5112.0
2009-12-10,410.1764,5134.649902
2009-12-11,411.48136,5117.299805
2009-12-14,417.83563,5105.700195
2009-12-15,419.05633,5033.049805
2009-12-16,425.55239000000006,5042.049805
2009-12-17,427.91017,5041.75
2009-12-18,422.38329000000004,4987.700195
2009-12-21,419.73324,4952.600098
2009-12-22,418.44563,4985.850098
2009-12-23,432.04914,5144.600098
2009-12-24,433.39492,5178.399902
2009-12-25,434.38149000000004,
2009-12-28,434.38149000000004,
2009-12-29,430.94482999999997,5187.950195
2009-12-30,431.42175,5169.450195
2009-12-31,434.95005999999995,5201.049805
2010-01-01,435.55202,
2010-01-04,436.87305999999995,5232.200195
2010-01-05,438.33654,5277.899902
2010-01-06,431.94014000000004,5281.799805
2010-01-07,422.23347,5263.100098
2010-01-08,412.05793,5244.75
2010-01-11,416.31327999999996,5249.399902
2010-01-12,432.58358,5210.399902
2010-01-13,448.72878,5233.950195
2010-01-14,449.77422,5259.899902
2010-01-15,447.44120999999996,5252.200195
2010-01-18,449.25518,5274.850098
2010-01-19,440.7692,5225.649902
2010-01-20,444.41455999999994,5221.700195
2010-01-21,438.97997999999995,5094.149902
2010-01-22,430.68600999999995,5036.0
2010-01-25,425.11765,5007.899902
2010-01-26,440.61872,
2010-01-27,418.42024,4853.100098
2010-01-28,416.66511,4867.25
2010-01-29,413.94749,4882.049805
2010-02-01,409.89214,4899.700195
2010-02-02,408.00257,4830.100098
2010-02-03,413.56289,4931.850098
2010-02-04,406.18057000000005,4845.350098
2010-02-05,393.41315,4718.649902
2010-02-08,401.92456,4760.399902
2010-02-09,413.66323,4792.649902
2010-02-10,412.51745,4757.200195
2010-02-11,417.78481,4826.850098
2010-02-15,417.81824,4801.950195
2010-02-16,424.97517,4855.75
2010-02-17,421.1626,4914.0
2010-02-18,423.67085999999995,4887.75
2010-02-19,423.46217,4844.899902
2010-02-22,429.474,4856.399902
2010-02-23,431.63914000000005,4870.049805
2010-02-24,430.80305,4858.600098
2010-02-25,437.66767000000004,4859.75
2010-02-26,435.09184000000005,4922.299805
2010-03-02,441.62203,5017.0
2010-03-03,445.84395,5088.100098
2010-03-04,438.74589000000003,5080.25
2010-03-05,440.73577,5088.700195
2010-03-08,444.72425,5124.0
2010-03-09,448.8037,5101.5
2010-03-10,444.67343,5116.25
2010-03-11,448.63648,5133.399902
2010-03-12,447.01447,5137.0
2010-03-15,451.69657,5128.899902
2010-03-16,456.89770999999996,5198.100098
2010-03-17,457.89232000000004,5231.899902
2010-03-18,466.13615999999996,5245.899902
2010-03-19,463.58642000000003,5262.799805
2010-03-22,461.08615999999995,5205.200195
2010-03-23,464.11280999999997,5225.299805
2010-03-25,470.542,5260.399902
2010-03-26,464.00447,5282.0
2010-03-29,454.27171,5302.850098
2010-03-30,442.14042,5262.450195
2010-03-31,437.43289000000004,5249.100098
2010-04-01,446.54625999999996,5290.5
2010-04-05,447.80039000000005,5368.399902
2010-04-06,443.33567999999997,5366.0
2010-04-07,442.0822,5374.649902
2010-04-08,445.42655999999994,5304.450195
2010-04-09,447.50808,5361.75
2010-04-12,448.66191,5339.700195
2010-04-13,465.18299,5322.950195
2010-04-15,468.47720999999996,5273.600098
2010-04-16,466.30338,5262.600098
2010-04-19,460.16646,5203.649902
2010-04-20,456.05293,5230.100098
2010-04-21,453.5694,5244.899902
2010-04-22,454.56465999999995,5269.350098
2010-04-23,455.99406,5304.100098
2010-04-26,458.00067,5322.450195
2010-04-27,457.74984000000006,5308.350098
2010-04-28,451.40427,5215.450195
2010-04-29,453.01757000000003,5254.149902
2010-04-30,457.86689,5278.0
2010-05-03,450.63505,5222.75
2010-05-04,445.82721,5148.5
2010-05-05,450.31735,5124.899902
2010-05-06,444.48947000000004,5090.850098
2010-05-07,437.58405999999997,5018.049805
2010-05-10,447.42447999999996,5193.600098
2010-05-11,444.92490999999995,5136.149902
2010-05-12,448.42778,5156.649902
2010-05-13,452.51592,5178.899902
2010-05-14,443.44469000000004,5093.5
2010-05-17,437.50045,5059.899902
2010-05-18,439.64885,5066.200195
2010-05-19,435.24302,4919.649902
2010-05-20,434.89184000000006,4947.600098
2010-05-21,431.7147,4931.149902
2010-05-24,434.83297000000005,4943.950195
2010-05-25,423.62937999999997,4806.75
2010-05-26,448.91835,4917.399902
2010-05-27,452.73777,5003.100098
2010-05-28,458.57752,5066.549805
2010-05-31,455.24659,5086.299805
2010-06-01,449.48355999999995,4970.200195
2010-06-02,452.20614000000006,5019.850098
2010-06-03,462.09755,5110.5
2010-06-04,467.39814,5135.5
2010-06-07,457.58412999999996,5034.0
2010-06-08,454.64713,4987.100098
2010-06-09,449.58563,5000.299805
2010-06-10,453.11457,5078.600098
2010-06-11,450.5797,5119.350098
2010-06-14,470.3872,5197.700195
2010-06-15,468.3833,5222.350098
2010-06-16,474.32651,5233.350098
2010-06-17,473.54758,5274.850098
2010-06-18,477.20392000000004,5262.600098
2010-06-21,479.70454000000007,5353.299805
2010-06-22,473.93260999999995,5316.549805
2010-06-23,479.18248,5323.149902
2010-06-24,483.45542,5320.600098
2010-06-25,475.74809000000005,5269.049805
2010-06-28,481.10898,5333.5
2010-06-29,478.46313,5256.149902
2010-06-30,478.02604,5312.5
2010-07-01,473.92437,5251.399902
2010-07-02,467.15014,5237.100098
2010-07-05,469.88162,5235.899902
2010-07-06,477.01554000000004,5289.049805
2010-07-07,476.44209000000006,5241.100098
2010-07-08,484.44882,5296.850098
2010-07-09,492.20755,5352.450195
2010-07-12,495.99268,5383.0
2010-07-13,479.0112,5400.649902
2010-07-14,469.78774000000004,5386.149902
2010-07-15,472.64805,5378.75
2010-07-16,475.62820999999997,5393.899902
2010-07-19,474.50602000000003,5386.450195
2010-07-20,472.65625,5368.0
2010-07-21,474.71154,5399.350098
2010-07-22,471.77454000000006,5441.950195
2010-07-23,477.2464,5449.100098
2010-07-26,480.32934000000006,5418.600098
2010-07-27,484.50021,5430.600098
2010-07-28,485.06543,5397.549805
2010-07-29,485.2449,5408.899902
2010-07-30,477.58070999999995,5367.600098
2010-08-02,479.04478,5431.649902
2010-08-03,476.87850999999995,5439.549805
2010-08-04,492.32743,5467.850098
2010-08-05,491.42790999999994,5447.100098
2010-08-06,490.49481,5439.25
2010-08-09,492.35277,5486.149902
2010-08-10,484.54337000000004,5460.700195
2010-08-11,481.43438,5420.600098
2010-08-12,474.89172,5416.450195
2010-08-13,475.67069000000004,5452.100098
2010-08-16,473.04195,5418.299805
2010-08-17,471.08944,5414.149902
2010-08-18,480.80890999999997,5479.149902
2010-08-19,480.35539000000006,5540.200195
2010-08-20,474.36079000000007,5530.649902
2010-08-23,480.10667,5543.5
2010-08-24,473.6154,5505.100098
2010-08-25,474.58342000000005,5462.350098
2010-08-26,473.68389,5477.899902
2010-08-27,464.1357,5408.700195
2010-08-30,462.51682999999997,5415.450195
2010-08-31,464.8126,5402.399902
2010-09-01,475.48227,5471.850098
2010-09-02,471.51763,5486.149902
2010-09-03,475.70494,5479.399902
2010-09-06,484.98798,5576.950195
2010-09-07,490.69142,5604.0
2010-09-08,493.16666,5607.850098
2010-09-09,495.83855,5640.049805
2010-09-13,503.01492,5760.0
2010-09-14,509.64325999999994,5795.549805
2010-09-15,522.8745200000001,5860.950195
2010-09-16,507.99010999999996,5828.700195
2010-09-17,508.70945,5884.950195
2010-09-20,515.29531,5980.450195
2010-09-21,523.95284,6009.049805
2010-09-22,516.2715599999999,5991.0
2010-09-23,517.74449,5959.549805
2010-09-24,522.23191,6018.299805
2010-09-27,519.40588,6035.649902
2010-09-28,516.6655,6029.5
2010-09-29,519.14074,5991.299805
2010-09-30,522.47167,6029.950195
2010-10-01,531.31763,6143.399902
2010-10-04,527.2584400000001,6159.450195
2010-10-05,528.32924,6145.799805
2010-10-06,531.60059,6186.450195
2010-10-07,522.97659,6120.299805
2010-10-08,526.8905599999999,6103.450195
2010-10-11,526.57335,6135.850098
2010-10-12,526.70214,6090.899902
2010-10-13,540.00193,6233.899902
2010-10-14,545.55053,6177.350098
2010-10-15,526.8905599999999,6062.649902
2010-10-18,532.15757,6075.950195
2010-10-19,515.5693200000001,6027.299805
2010-10-20,517.00805,5982.100098
2010-10-21,526.70182,6101.5
2010-10-22,529.94765,6066.049805
2010-10-25,524.04613,6105.799805
2010-10-26,523.1269,6082.0
2010-10-27,517.28576,6012.649902
2010-10-28,515.6632099999999,5987.700195
2010-10-29,515.81038,6017.700195
2010-11-01,521.0085799999999,6117.549805
2010-11-02,525.4180700000001,6119.0
2010-11-03,524.94943,6160.5
2010-11-04,534.11343,6281.799805
2010-11-05,534.89451,6312.450195
2010-11-08,523.48235,6273.200195
2010-11-09,531.10228,6301.549805
2010-11-10,535.06809,6275.700195
2010-11-11,530.20801,6194.25
2010-11-12,520.34971,6071.649902
2010-11-15,525.93879,6121.600098
2010-11-16,515.67986,5988.700195
2010-11-17,,5988.700195
2010-11-18,521.4078099999999,5998.799805
2010-11-19,514.43916,5890.299805
2010-11-22,528.30772,6010.0
2010-11-23,522.8228,5934.75
2010-11-24,520.0108700000001,5865.75
2010-11-25,531.8923900000001,5799.75
2010-11-26,528.02168,5751.950195
2010-11-29,531.8222599999999,5830.0
2010-11-30,529.57482,5862.700195
2010-12-01,529.81781,5960.899902
2010-12-02,537.8195900000001,6011.700195
2010-12-03,542.41931,5992.799805
2010-12-06,545.61306,5992.25
2010-12-07,551.7229,5976.549805
2010-12-08,543.48644,5903.700195
2010-12-09,547.01,5766.5
2010-12-10,545.76027,5857.350098
2010-12-13,545.94287,5907.649902
2010-12-14,548.25973,5944.100098
2010-12-15,556.03586,5892.299805
2010-12-16,571.63185,5948.75
2010-12-17,,5948.75
2010-12-20,581.46447,5947.049805
2010-12-21,577.8715,6000.649902
2010-12-22,578.43595,5984.399902
