,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BANKBARODA,BHEL,BPCL,BHARTIARTL,INFRATEL,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ITC,ICICIBANK,IDEA,INDUSINDBK,INFY,KOTAKBANK,LT,LUPIN,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,ULTRACEMCO,WIPRO,YESBANK,ZEEL,NSEI
2014-02-21,1007.41,165.34,155.6843,452.9264,240.3189,222.49,95.32,148.033,152.38,282.807,162.99,8973.35,365.23336,217.62,2670.2009,4800.55,341.5619,2459.97,714.3760000000001,648.59,1788.54,95.1453,528.372,770.3151,194.58217,167.71,127.81,384.48,784.35852,334.7394,1011.6202,925.4169999999999,1646.96,125.15,255.9656,90.45,786.7768,125.7673,611.24966,2104.277,194.53,390.151,71.28871,348.6162,434.6151,1783.12,543.45828,295.83,263.702,6155.450195
2014-02-24,1011.71,162.62,153.8103,459.5641,237.8376,230.85,97.11,153.882,153.54,277.556,162.14,9182.56,363.55161,218.27,2731.2569,4737.84,347.1918,2464.4,710.6606,655.03,1816.83,94.9504,527.944,779.6001,196.08381,169.49,127.41,391.39,784.19121,337.5038,1039.9032,945.591,1655.61,110.46,260.8178,90.21,787.6009,126.4706,616.6650599999999,2077.755,194.88,390.4964,74.95264,343.7744,430.6757,1820.97,549.2585,293.6,256.128,6186.100098
2014-02-25,1024.71,157.18,157.7024,460.7843,253.9047,230.58,98.86,156.97799999999998,156.8512,281.776,162.47,9359.12,370.72372,213.2,2705.1736,4832.15,340.3691,2486.83,719.3686,655.13,1817.34,96.2658,527.516,780.7067,197.24726,168.66,126.47,394.87,791.09228,336.5823,1043.0191,942.97,1649.32,109.47,260.4018,90.45,785.8557,126.0939,615.1249,2088.25,193.19,392.4163,73.23369,335.72,432.5927,1848.31,566.9442799999999,292.01,258.376,6200.049805
2014-02-26,1031.19,158.91,159.4803,465.7626,251.7182,231.04,99.06,159.632,159.2134,282.856,162.57,9379.37,371.2678,211.34,2767.7439,4926.96,351.8197,2525.3,730.3755,661.28,1840.78,95.876,527.8009999999999,788.1153,201.41400000000002,169.54,125.18,388.16,796.23673,341.3889,1051.4081,949.497,1635.61,109.09,261.973,90.36,786.0012,127.2995,624.1175099999999,2081.81,194.38,395.0747,71.8767,325.2448,428.2066,1826.86,573.41005,292.25,260.966,6238.799805
2014-02-28,1044.61,165.34,161.4504,461.7116,257.5407,236.23,101.42,164.891,159.4454,282.267,169.99,9289.48,380.1711,211.34,2828.6046,5052.47,353.7759,2499.87,731.7223,653.67,1833.28,102.6478,522.568,788.3078,200.73945,170.75,128.06,389.82,799.86545,340.9406,1063.8718,984.405,1561.84,106.21,269.2745,89.69,775.5787,128.3754,640.61229,2171.106,202.57,410.5845,71.28871,320.1236,439.0943,1822.01,567.89513,294.62,262.578,6276.950195
2014-03-03,1039.51,169.69,161.3543,461.6628,259.9237,234.07,100.46,159.92700000000002,158.8759,281.335,177.36,9153.22,372.55385,211.64,2750.5017,5098.43,352.3445,2482.75,698.7947,650.35,1823.21,102.8914,516.812,781.8131,201.68968999999998,168.45,129.9,384.68,794.30193,333.6934,1052.271,971.846,1555.16,105.07,268.5813,89.88,778.9236,127.1279,621.13653,2137.048,197.9,404.4306,70.7911,321.5203,448.3124,1809.67,557.1030099999999,292.49,261.21,6221.450195
2014-03-04,1071.51,173.45,161.7867,464.2496,259.1622,241.17,106.13,164.104,160.3522,282.022,179.91,9123.59,374.58181,214.07,2736.3856,5333.39,363.1272,2529.63,687.9968,655.72,1842.36,110.6862,527.944,790.7613,203.19042,174.88,131.58,403.26,794.57462,337.0555,1070.6309,977.9780000000001,1570.1,107.58,273.4335,92.5,788.1826,129.8072,615.47272,2137.62,197.26,406.5963,72.4195,327.5261,446.7961,1860.0,559.28995,309.59,263.94599999999997,6297.950195
2014-03-05,1103.61,174.88,162.8919,463.2734,263.0684,243.8,112.81,164.153,163.4315,277.507,190.5,9100.38,381.35822,217.88,2722.5135,5503.48,357.8313,2603.13,679.196,653.81,1839.94,112.781,524.424,795.8609,204.20131,179.83,130.74,407.92,799.20627,339.0977,1077.0066,977.8789999999999,1597.62,107.77,277.7312,92.69,782.4139,132.005,619.74544,2148.353,194.33,403.3467,70.06737,331.4369,447.70099999999996,1880.21,561.4769,320.22,266.194,6328.649902
2014-03-06,1145.96,177.1,167.0242,463.2246,261.8891,247.87,113.27,170.395,169.1892,280.55,195.32,9142.21,375.67,222.69,2761.6871,5416.2,366.1807,2701.57,692.85,659.52,1874.98,117.7015,522.378,806.1561,204.96685,185.48,131.14,412.72,801.33932,342.3601,1095.3666,971.8960000000001,1622.24,110.27,285.4485,93.89,797.3932,132.072,617.06255,2137.715,195.77,402.214,70.92676,339.1187,452.2517,1941.73,556.10457,334.08,267.513,6401.149902
2014-03-07,1192.34,184.77,175.0487,469.5207,248.8438,262.28,119.52,181.699,176.2968,296.302,194.24,9203.4,377.10443,229.36,2662.3368,5341.25,369.9976,2717.95,691.0156,694.52,1872.23,121.3553,523.663,816.1627,207.17244,196.6,134.76,435.52,782.1836599999999,354.4139,1149.2001,955.579,1705.39,109.94,292.1492,95.24,842.9128,138.1213,608.4177,2126.029,200.68,402.855,71.8767,345.5435,431.7462,1955.3,537.563,363.16,271.52,6526.649902
2014-03-10,1197.77,185.71,175.5292,473.2788,249.5071,265.96,119.96,186.22099999999998,176.6553,299.492,200.34,9578.05,371.36672999999996,224.16,2624.5796,5465.0,363.652,2706.0,669.2573,716.97,1878.76,118.822,530.132,818.0389,205.61014,195.24,139.38,459.6,767.8169,374.7607,1185.8722,947.618,1770.32,110.55,295.6612,95.14,858.4738,141.6798,593.21472,2044.126,194.98,389.955,71.6053,339.0721,423.1865,1971.15,529.86113,368.96,275.47700000000003,6537.25
2014-03-11,1182.98,182.49,177.1149,469.2279,239.459,264.28,119.22,186.122,174.9048,297.431,199.39,9291.9,372.90009,221.52,2616.8133,5410.35,353.5373,2769.9,675.5271,707.89,1882.02,114.3887,533.129,820.8292,204.6305,195.99,139.23,464.45,768.60153,370.6764,1179.3048,952.6619999999999,1724.17,110.93,298.6188,95.1,848.0998,153.8665,576.57092,2052.712,196.07,391.8749,74.36457,320.077,418.9894,1984.57,532.3333200000001,358.67,273.767,6511.899902
2014-03-12,1164.35,181.55,173.6072,482.5033,242.8248,260.62,118.12,180.81400000000002,174.1666,294.584,191.92,9342.38,374.63129,225.63,2625.4101,5429.72,353.7759,2729.22,678.1743,708.28,1921.3,111.8067,533.034,822.3206,208.91853,198.19,140.97,460.63,767.75416,371.0001,1167.9915,950.387,1733.9,110.69,292.9348,94.76,844.8034,151.138,600.46842,2079.234,191.01,382.9132,75.35969,316.2128,423.9277,1946.09,538.8942099999999,352.39,281.194,6516.899902
2014-03-13,1178.82,177.15,173.7513,481.9664,244.74099999999999,257.5,118.4,179.979,187.2006,295.32,188.94,9384.7,376.31301,229.62,2664.1439,5482.55,352.2014,2694.04,677.6866,724.68,1957.51,112.6836,534.556,832.664,210.38893,199.56,139.04,460.14,702.15221,380.7128,1174.6548,938.174,1717.48,109.84,299.5892,95.05,852.7535,151.7811,569.31722,2050.709,190.21,382.0762,75.17876,313.6522,418.7072,1940.09,535.89901,349.11,272.839,6493.100098
2014-03-14,1180.66,181.11,174.2318,483.6746,252.922,252.61,120.87,184.74599999999998,187.6014,289.53,185.44,9491.38,382.34747999999996,228.88,2716.2614,5506.17,355.2549,2689.37,658.0183,714.73,1979.78,112.2451,526.755,824.2449,212.71766000000002,198.74,135.86,459.11,709.79521,376.5289,1203.1774,934.07,1708.74,110.6,298.2953,94.61,859.1525,151.9694,578.3595,2041.1689999999999,193.19,387.2468,75.40496999999999,318.1682,419.8115,1951.54,520.6854099999999,343.79,270.591,6504.200195
2014-03-18,1189.45,186.59,176.8266,489.6291,255.6981,251.52,121.37,185.778,189.5206,289.628,188.99,9434.98,381.70447,234.47,2723.1975,5499.3,352.6308,2673.13,656.2535,716.53,1986.95,111.9041,529.038,819.9633,218.04786000000001,197.02,136.15,473.53,700.6782900000001,381.186,1189.3716,919.7310000000001,1836.27,111.4,300.3286,97.6,869.1387,156.3011,575.6766,2024.4260000000002,188.63,375.4296,75.90249,317.2371,421.9515,1949.8,513.88687,351.38,275.91700000000003,6516.649902
2014-03-19,1214.41,183.09,182.1122,500.8058,257.639,258.32,121.32,186.90900000000002,189.0566,294.143,188.42,9690.46,378.68722,227.93,2736.4343,5673.34,343.51800000000003,2696.11,651.8647,720.88,1969.99,116.9707,534.318,834.8769,220.37568,197.92,136.2,470.04,684.19937,379.7416,1194.5967,934.169,1837.79,109.56,290.0234,98.41,875.4891,156.9948,581.58889,1945.624,189.52,378.4822,74.43544,332.0421,417.9896,1960.35,518.30828,353.02,273.767,6524.049805
2014-03-20,1191.53,179.53,175.6253,503.2949,262.6753,253.06,118.0,181.699,181.8858,290.02099999999996,185.49,9628.23,383.08942,225.59,2714.6497,5659.45,334.6915,2685.53,653.6062,712.82,1961.37,116.581,544.736,815.7778,217.98628,196.41,136.85,459.89,690.74493,372.1956,1168.7586,930.362,1824.82,109.37,291.8719,95.53,878.3977,154.1559,586.45785,2011.26,186.74,373.9038,73.12297,325.8501,428.4897,1926.37,525.20195,349.78,272.008,6483.100098
2014-03-21,1200.85,179.63,177.3071,497.9262,262.6753,259.94,120.74,184.55,180.5782,287.027,188.75,9932.26,383.78191,227.84,2714.4054,5695.92,336.8862,2700.09,662.4071,716.39,1927.4,120.3322,543.928,811.3518,219.15065,196.21,133.03,462.35,691.2878099999999,370.6266,1166.4096,934.169,1836.61,107.58,283.1841,97.02,858.8131,156.3792,576.72,2029.1960000000001,189.12,383.2088,74.8573,337.8617,425.3847,1937.02,540.27295,348.14,281.389,6493.200195
2014-03-24,1231.03,176.46,178.8447,511.3969,256.1158,263.01,122.38,184.845,183.0669,288.499,187.1,9982.33,386.84857999999997,233.82,2686.515,5727.55,352.8217,2742.6,656.8572,732.79,1975.72,118.48100000000001,554.06,827.7087,220.9574,203.19,134.52,480.83,685.04592,381.3106,1179.5923,942.921,1854.06,107.67,296.7703,99.28,877.816,158.5336,575.62693,2053.619,188.78,385.5229,75.41978,338.0945,433.69800000000004,1954.66,535.1383400000001,366.35,283.637,6583.5
2014-03-25,1219.95,177.85,176.25,512.7634,260.0466,261.18,122.23,193.2,187.9388,289.383,188.8,10271.25,387.04644,237.76,2660.5294,5881.87,350.7224,2762.72,649.1245,732.3,2041.15,117.6528,563.955,838.7256,222.27525,204.88,134.42,476.71,680.57065,384.847,1196.9456,953.057,1869.2,108.76,295.6612,101.59,852.5112,160.1689,575.62693,2047.942,188.88,384.8829,76.45101,341.819,430.0531,1961.69,521.5412,366.69,281.243,6589.75
2014-03-26,1241.44,176.76,179.085,516.4727,261.6435,266.63,124.93,192.217,187.7701,293.014,195.75,10369.43,382.94104,243.17,2572.7554,5709.17,356.3523,2765.37,648.8459,728.3,2032.29,122.1835,562.813,833.6261,219.97776000000002,205.53,134.42,480.83,679.42047,384.2991,1223.1674,926.357,1903.99,108.57,300.6521,100.05,864.0486,162.38299999999998,563.00745,1997.236,192.99,395.5187,76.73225,348.9887,426.8897,1970.85,518.73618,388.14,272.448,6601.399902
2014-03-27,1260.3,177.7,184.803,526.1853,257.2459,266.6,127.99,194.47799999999998,191.7351,304.939,198.07,10398.17,382.24854,242.52,2528.7951,5849.9,361.7436,2731.38,645.1538,728.98,2097.16,122.1835,570.663,841.997,220.4979,205.94,137.74,482.16,675.68806,384.4734,1230.6455,923.5880000000001,1902.47,110.36,309.9699,101.49,873.3077,168.7681,556.99582,1997.9520000000002,192.7,390.6437,77.57597,349.5474,431.1461,2039.5,526.2003900000001,380.7,264.923,6641.75
2014-03-28,1307.62,184.02,191.8664,526.9662,251.6936,272.56,134.57,196.68900000000002,193.2959,311.515,192.87,10590.78,382.79265,248.02,2565.1356,5763.82,363.7474,2813.68,652.8864,727.22,2099.91,127.5424,570.663,842.6705,219.61015,205.97,138.64,491.77,682.2855,387.5117,1235.0079,936.74,1898.39,114.28,308.4715,103.37,888.2385,174.7352,559.62904,2005.441,194.78,391.2349,81.13838,355.2273,431.923,2127.03,524.9167,391.18,265.119,6695.899902
2014-03-31,1343.28,185.31,194.317,534.8729,251.3251,272.29,132.62,192.708,194.0551,311.858,192.3,10758.8,378.68722,250.1,2504.6655,5891.75,358.8332,2841.53,645.8736,730.98,2119.99,138.1141,576.133,850.4641,216.17862000000002,203.66,136.55,492.16,686.50978,389.0309,1219.4282,922.797,1938.05,113.29,298.4514,101.01,902.3937,176.1822,571.1058,2035.0629999999999,200.83,392.5636,79.82591,366.8199,422.1866,2166.51,516.5017,399.93,265.168,6704.200195
2014-04-01,1333.25,184.17,195.23,523.8426,262.5279,273.78,135.59,191.185,188.5083,309.503,192.63,10635.13,377.4012,251.62,2540.9085,5978.68,357.7836,2803.55,658.7613,720.54,2096.88,134.6552,572.518,855.1788,215.62721000000002,200.21,136.65,489.61,693.02354,380.3891,1226.2833,934.6139999999999,1897.85,115.23,303.2273,103.9,913.8826,173.9727,568.47257,2076.611,209.61,396.9957,78.98219,373.5241,427.8783,2137.88,533.47435,396.45,267.171,6721.049805
2014-04-02,1305.27,183.88,192.8275,510.3231,274.6151,273.53,142.62,190.054,189.373,319.808,191.97,10511.27,385.06793,248.5,2566.1125,6064.06,360.3123,2779.49,662.1284,714.48,2096.83,132.5116,565.715,864.9929,210.97157,203.33,142.31,498.39,694.7182700000001,383.3029,1246.8004,948.1619999999999,1900.16,116.13,309.0334,104.28,929.0074,177.7624,571.60263,2072.365,218.35,407.7787,79.82591,375.6657,430.7585,2108.7,538.08601,406.4,272.643,6752.549805
2014-04-03,1296.82,179.23,196.8637,525.746,279.8725,267.51,139.32,184.157,185.429,314.753,188.23,10489.34,392.14111,242.95,2602.0623,6082.74,350.9609,2769.31,661.4783,711.46,2097.44,133.6321,576.847,869.9481,211.9209,201.81,139.23,486.08,698.08431,378.4466,1236.8774,967.495,1906.55,116.22,305.5217,104.57,923.6265,174.2069,574.88169,2066.88,216.46,405.0705,79.12281,370.2651,425.9491,2127.43,533.3792900000001,398.14,274.353,6736.100098000001
2014-04-04,1310.45,177.8,195.4222,518.0346,277.5632,266.26,139.06,180.372,187.1163,310.337,188.9,10101.46,399.75838999999996,243.99,2588.8253,5978.97,345.6173,2769.41,649.2175,708.19,2097.72,134.1193,575.896,861.2404,211.21602000000001,201.27,139.13,491.18,693.4635400000001,376.1055,1224.4137,966.2589999999999,1894.26,113.67,304.9598,102.55,915.4824,174.8133,568.17449,2040.501,214.38,399.3097,78.13846,374.3155,426.3611,2130.1,526.2003900000001,408.81,269.76099999999997,6694.350098
2014-04-07,1323.84,174.98,201.2363,526.6733,273.2393,265.12,138.07,174.622,184.7963,311.564,189.32,10241.42,392.33897,245.99,2545.9394,5972.55,348.0029,2801.19,653.1883,708.09,2086.95,133.827,575.42,861.9621,211.6452,197.78,145.64,488.24,688.72645,383.2531,1231.3646,950.09,1872.39,112.82,304.913,102.84,915.3855,176.614,584.37113,2054.764,216.56,397.8327,77.81034,378.6453,421.6345,2204.75,529.5283599999999,414.37,268.295,6695.049805
2014-04-09,1317.94,181.36,202.9181,534.6289,277.2929,276.67,145.77,178.505,185.6188,314.164,185.26,10238.65,396.69169,249.58,2563.7678,6142.49,356.3523,2809.7,641.0204,724.2,2091.57,139.2346,579.511,887.7964,213.17716000000001,206.07,145.0,506.87,680.60246,390.7742,1244.4995,962.6,1899.47,113.91,301.9631,102.7,932.8371,182.3651,626.00548,2041.98,229.16,414.4741,78.70094,389.912,408.6426,2202.86,527.19877,432.15,268.441,6796.200195
2014-04-10,1333.39,190.8,204.0713,528.5768,266.9746,280.35,144.83,183.37,190.5963,313.82099999999997,185.26,10144.32,393.13036,253.04,2491.5263,6254.21,360.026,2794.05,630.4083,721.8,2057.22,138.8449,587.883,892.1743,210.66463,204.03,143.36,502.31,669.4453,400.0884,1260.0311,943.415,1926.45,116.88,301.4949,103.71,939.5268,186.3202,611.49808,2028.385,231.99,424.223,81.84148,389.0274,401.6932,2224.81,533.617,431.66,272.936,6796.399901999999
2014-04-11,1335.55,191.44,208.7322,530.7243,270.4386,278.87,143.13,182.28900000000002,187.4327,316.275,184.74,10119.14,397.7304,253.82,2517.3652,6034.07,354.4915,2761.04,650.4946,720.58,2026.1,137.091,579.7959999999999,883.8996,210.4505,202.18,141.92,480.69,676.54462,401.2839,1244.9309,937.7289999999999,1902.61,117.73,299.6688,103.56,924.693,183.2057,624.16724,2064.59,234.47,417.1335,80.85713,390.9363,409.0659,2238.13,540.17783,428.18,269.07599999999996,6776.299805
2014-04-15,1307.05,184.86,205.5129,521.7439,274.2711,269.44,138.58,178.898,188.0021,319.219,184.92,10098.99,396.34544,253.61,2515.5581,5947.15,351.1995,2734.38,661.7105,706.72,2069.25,130.6116,582.413,853.9279,208.88821000000002,199.47,139.18,473.92,681.6999400000001,393.9122,1244.3076,931.796,1894.26,118.49,299.0601,103.75,920.1846,180.4404,612.49174,2149.1639999999998,227.23,405.6607,79.35718,380.9731,414.86199999999997,2191.47,559.6227299999999,405.58,260.428,6733.100098000001
2014-04-16,1278.3,191.88,199.6507,522.1344,269.1611,266.97,139.41,172.558,184.0581,317.698,185.02,10195.39,392.63572999999997,250.92,2478.1429,5931.98,351.1518,2702.06,655.998,708.67,2020.83,131.9757,578.036,837.2824,212.0128,199.98,136.8,477.74,660.26481,390.6248,1207.9233,942.13,1902.17,115.84,296.438,103.61,912.6223,180.0132,609.95786,2095.3089999999997,225.39,404.8734,76.54475,385.2098,411.6639,2179.43,543.98123,393.74,262.578,6675.299805
2014-04-17,1303.74,196.13,208.2037,530.7731,270.7334,273.07,141.93,178.16099999999997,189.7315,319.513,184.5,10187.09,396.39492,251.96,2493.2359,5802.17,356.7339,2718.54,661.6872,701.6,2067.85,137.8218,579.844,846.5192,216.42399,206.57,139.18,489.32,667.53225,398.8681,1216.5999,945.047,1918.0,116.17,301.8695,103.13,929.88,185.3326,621.08686,2120.686,234.62,422.5489,78.70094,390.0517,416.6492,2196.87,557.05542,402.97,256.568,6779.399901999999
2014-04-21,1296.49,201.67,207.579,526.3317,272.7234,280.37,144.59,183.174,195.658,328.592,187.52,10087.04,395.50457,256.47,2490.8914,5904.45,356.3523,2756.81,668.6303,699.4,2092.26,139.8192,569.997,843.7769999999999,216.51588999999998,209.7,141.82,496.62,665.6283900000001,399.1421,1267.9887,946.283,1954.32,117.69,302.5718,101.93,930.3647,190.3671,617.3109599999999,2119.589,235.91,425.50300000000004,78.37283000000001,394.3349,417.1665,2198.5,519.35425,421.61,261.161,6817.649901999999
2014-04-22,1282.91,202.46,206.2336,523.5986,269.4313,279.68,143.62,183.61599999999999,203.6514,329.034,188.09,10218.7,392.24003999999996,258.98,2493.6268,5995.63,361.6005,2728.28,678.4144,710.24,2112.25,141.1346,567.475,841.7564,214.89201,210.99,140.92,488.29,658.8737,399.1172,1290.9986,971.698,1941.83,116.98,305.6153,101.93,938.2665,188.2036,616.01922,2118.9210000000003,233.33,422.2543,78.56033000000001,391.8674,417.0959,2181.52,504.47343,419.63,254.956,6815.350098000001
2014-04-23,1292.89,202.12,210.2218,516.9608,272.2566,283.35,148.41,186.368,200.4034,332.51800000000003,192.58,10274.9,394.76263,261.79,2506.6193,6212.36,366.2761,2715.44,671.7827,715.56,2102.61,141.4269,566.572,846.2787,216.39366,212.57,137.15,487.8,663.47442,409.6268,1319.5692,975.753,1948.17,115.37,305.2876,101.59,937.6848,189.7332,621.6333599999999,2111.9570000000003,229.86,418.5608,78.4197,397.1748,415.0501,2149.42,498.91098,426.4,259.695,6840.799805
2014-04-25,1257.57,196.43,200.9,502.6605,284.61400000000003,285.75,148.92,187.94099999999997,194.3082,335.36400000000003,199.86,10582.69,390.01421,259.8,2568.5058,6036.39,362.2684,2632.11,676.8966,709.11,2050.42,140.0628,552.681,860.2783,210.42017,207.82,139.53,485.78,664.09178,402.7034,1294.2104,981.29,1922.76,111.97,300.5584,101.49,919.3605,191.5752,618.05621,2103.848,231.24,416.7881,77.85722,397.5007,424.398,2060.16,493.72884000000005,452.53,262.822,6782.75
2014-04-28,1235.3,189.96,192.2989,488.6041,289.5767,285.17,150.98,183.02599999999998,192.5366,331.389,201.66,10426.52,402.52828999999997,256.12,2614.9084,6055.61,353.1079,2600.77,662.9794,707.94,2014.03,137.6269,552.776,850.8971,209.5315,208.64,139.68,484.31,664.60453,410.3989,1273.6932,988.262,1917.11,111.45,300.933,102.07,916.2096,193.4999,632.61334,2090.587,229.21,410.0928,77.76347,396.4765,429.2178,2031.58,503.57010999999994,447.55,263.311,6761.25
2014-04-29,1248.02,189.36,194.5092,485.7245,284.0981,284.95,150.36,183.37,194.2238,328.788,203.22,10415.66,396.88955,256.99,2603.0879,6028.78,351.3426,2626.55,660.5742,698.77,1999.21,133.6808,535.127,853.8317,208.49028,206.56,139.83,475.93,664.54178,401.9563,1266.8861,980.203,1883.74,111.17,299.9497,101.59,911.6527,189.7883,635.39558,2093.354,224.25,402.7067,75.84165,377.5745,434.1683,2047.18,499.00604000000004,434.13,258.52299999999997,6715.25
2014-04-30,1241.01,186.05,190.0405,493.0943,281.5922,282.86,150.33,177.37400000000002,191.8828,321.967,203.88,10408.15,393.17984,252.78,2643.6291,6128.7,353.1556,2573.91,655.1802,704.13,2050.61,130.8552,539.932,863.9827,208.76599,203.39,133.82,469.11,665.17921,399.7647,1240.7123,978.62,1890.13,109.94,304.4447,101.78,907.2898,190.9643,628.78772,2088.536,224.6,408.4187,73.21672,373.0585,430.8413,2008.2,496.67645,425.82,256.617,6696.399902
2014-05-02,1234.05,183.73,194.0287,499.244,295.3746,285.28,147.44,177.27599999999998,195.1307,319.563,207.33,10337.92,397.77988,255.77,2674.1084,6175.3,354.2053,2587.24,665.3845,700.03,2049.02,128.2732,534.842,876.4909,208.45903,204.86,133.32,467.35,673.31408,399.8145,1211.4227,998.893,1851.21,108.14,308.3779,100.58,899.8244,188.1714,625.90614,2106.901,222.81,408.4187,75.13854,363.1885,432.1224,2016.92,502.5242,428.96,263.36,6694.799805
2014-05-05,1225.66,183.93,194.6534,506.2233,291.714,289.27,148.97,174.917,197.2609,314.361,201.9,10349.28,388.57977999999997,256.77,2666.0977,6357.29,354.9686,2596.09,645.3261,699.64,2057.83,135.3372,530.085,852.9177,211.1857,204.87,129.55,471.07,664.3636,402.2551,1230.9811,986.828,1865.41,107.58,314.0903,101.11,918.0032,187.8361,622.62702,2111.909,220.53,408.1231,73.82608,370.17199999999997,427.9837,2011.82,495.15511,423.64,260.91700000000003,6699.350098
2014-05-06,1239.43,190.3,191.0976,502.4652,293.7777,286.55,148.28,175.9,197.1976,309.061,210.45,10366.86,386.7002,256.77,2680.9467,6321.91,352.8694,2587.83,645.6764,703.06,2033.74,135.1423,526.802,844.3543,213.17716000000001,208.65,129.85,481.03,661.9059900000001,401.9314,1246.369,991.2289999999999,1877.6,108.0,315.776,98.61,934.0005,188.5389,622.1301900000001,2097.79,222.56,412.7512,72.65424,374.0827,423.6098,2004.88,489.54507,430.74,257.252,6715.299805
2014-05-07,1220.57,187.34,186.9653,493.5824,293.2126,286.69,147.68,175.359,199.2434,305.233,212.39,10362.62,378.48938,255.86,2678.8463,6400.98,349.3865,2569.48,616.8380000000001,698.57,2011.37,131.7321,526.279,820.3481,212.3804,207.84,129.4,483.09,641.4546,403.5003,1242.1505,979.0160000000001,1849.1,109.37,313.8562,98.61,931.5766,190.7071,626.75073,2065.973,221.32,410.3386,71.95113,372.3601,408.3359,1950.49,481.22517,420.7,255.737,6652.549805
2014-05-08,1218.65,188.03,185.4277,492.3622,292.2791,289.68,149.03,181.109,195.0675,302.289,212.25,10318.17,384.47437,254.43,2673.9129,6415.06,348.9094,2582.81,625.7113,701.21,1985.42,133.2424,525.47,818.2795,209.62341,210.85,130.49,481.22,641.02547,404.4467,1245.5541,968.435,1864.18,109.18,312.7793,99.62,931.0434,192.1724,620.24227,2062.634,222.02,416.5921,71.52927,374.3155,410.4175,1961.54,485.83679000000006,428.18,255.88400000000001,6659.850098
2014-05-09,1287.18,202.36,199.0741,508.7125,287.8078,303.71,152.78,190.74200000000002,204.9168,303.712,211.54,10574.49,388.08515,267.34,2655.2054,6402.8,354.0144,2678.54,640.1422,738.79,2066.5,140.4038,529.276,851.1376,211.70677999999998,225.5,134.91,503.58,650.67608,423.7476,1287.3073,955.2819999999999,1941.1,111.64,325.843,102.79,967.207,199.6599,620.14287,2060.583,227.97,420.9734,75.5604,388.0032,417.7422,2060.16,488.68934,468.13,256.764,6858.799805
2014-05-12,1299.08,202.26,203.2064,525.3556,290.0434,306.98,154.54,195.264,211.94,311.66200000000003,209.79,10516.41,383.58405,286.74,2659.9921,6385.41,366.2284,2793.91,651.2105,773.3,2146.08,139.7218,543.737,861.6734,220.0384,228.79,137.6,511.23,663.98722,423.7227,1330.0195,948.409,2014.86,114.43,335.8163,107.27,997.3595,206.0404,609.4610299999999,2060.058,239.28,438.403,76.49788000000001,391.1225,421.9637,2138.97,486.78764,477.07,271.617,7014.25
2014-05-13,1334.26,221.94,213.0088,527.4542,304.7839,307.39,161.53,215.218,214.8716,313.281,211.44,10671.29,386.40342999999996,287.6,2550.4332,6416.34,375.4366,2866.42,669.1908,769.39,2263.7,138.5526,549.5409999999999,872.0649,221.08055,229.13,138.54,523.93,682.83925,428.8779,1351.1599,954.3919999999999,2054.62,116.03,348.9268,108.56,1031.0024,209.1089,605.23797,2109.286,244.59,434.2188,79.3103,397.68699999999995,428.5838,2199.79,503.18980999999997,501.61,270.05400000000003,7108.75
2014-05-14,1332.24,214.57,215.2191,543.6093,302.2289,305.11,176.25,212.71099999999998,218.7734,317.207,223.4,10671.09,390.31098,297.35,2460.1681,6412.24,377.4404,2928.8,659.1499,757.0,2265.56,137.5782,549.446,855.2269,224.02133999999998,230.54,139.04,526.68,680.50795,428.0809,1336.9704,955.183,2049.56,118.58,344.7127,107.75,1013.6477,209.7015,608.26868,2114.199,246.62,435.5972,79.45092,421.1981,432.1224,2219.66,498.76833,504.6,269.61400000000003,7108.75
2014-05-15,1321.73,217.88,210.6543,516.4239,302.1798,310.24,169.51,214.382,217.8032,315.44,218.3,10677.05,393.82285,294.79,2424.2671,6277.34,385.8376,2890.23,656.5346,769.59,2274.69,134.9475,560.34,868.9860000000001,225.55239,228.2,139.88,524.03,684.34492,433.286,1321.5346,942.773,2081.65,122.17,354.4988,110.1,1021.3071,209.3983,617.46004,2092.304,249.9,432.9378,82.12272,428.8799,430.3936,2209.85,491.11400000000003,506.01,262.77299999999997,7123.149901999999
2014-05-16,1372.65,222.43,215.6035,523.6961,306.6019,327.2,171.89,227.65200000000002,232.88299999999998,324.617,220.43,10572.3,384.07867000000005,299.17,2351.2927,6272.5,390.9426,3019.17,637.5503,785.55,2234.48,137.5782,552.491,852.2922,218.69115,239.68,141.52,551.1,664.49997,451.0926,1368.8007,948.0139999999999,2115.37,124.35,359.74300000000005,114.96,1055.892,222.072,609.6101,2061.394,251.83,442.9823,85.21639,410.5366,428.5838,2312.33,478.08734000000004,527.07,268.099,7203.0
