,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BANKBARODA,BHEL,BPCL,BHARTIARTL,INFRATEL,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ITC,ICICIBANK,IDEA,INDUSINDBK,INFY,KOTAKBANK,LT,LUPIN,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,ULTRACEMCO,WIPRO,YESBANK,ZEEL,NSEI
2011-11-29,1046.9,124.89,133.9595,236.9181,41.9727,156.04,88.36,258.903,99.9511,364.19300000000004,,6848.05,319.75517,233.23,1534.6491,1552.51,347.2974,2247.74,170.5804,418.02,1821.54,115.9346,356.16,592.0059,115.20581000000001,99.05,94.4,247.42,474.69660999999996,225.7484,789.8497,454.80400000000003,931.12,137.48,219.1941,86.35,724.7057,97.8246,248.76887000000002,1011.062,91.6,170.4408,81.07816,339.6397,125.9704,1127.06,341.51899,259.74,119.54,4805.100098
2011-11-30,1031.93,122.41,135.5108,232.1491,42.7474,151.54,86.56,259.178,101.8351,376.278,,6811.26,320.97822,237.66,1517.9064,1559.81,349.5735,2267.35,167.5893,425.04,1767.24,116.5032,364.37199999999996,597.6405,116.83611,96.15,97.13,241.08,476.32355,231.528,786.7882,462.655,943.98,140.73,225.7966,89.89,737.2578,97.89399999999999,256.6566,1031.639,90.27,165.9742,80.81392,337.92900000000003,125.9927,1127.4,344.71759,256.91,119.63600000000001,4832.049805
2011-12-01,1056.45,122.85,135.8302,225.433,43.4751,155.53,87.94,253.44799999999998,99.6013,369.45599999999996,,6788.47,322.78835,240.1,1487.6445,1537.91,354.4826,2352.72,174.9033,435.6,1845.54,124.3679,358.36199999999997,611.0517,118.55372,102.86,91.52,252.51,485.18547,237.5307,800.6733,454.023,934.37,144.37,225.458,90.7,756.9148,101.3211,255.28907999999998,1049.441,92.59,175.7715,81.87087,353.2376,126.7843,1143.59,353.17103,263.42,121.075,4936.850098
2011-12-02,1094.78,126.84,146.5524,230.4641,43.522,160.86,90.36,259.132,105.5355,380.663,,6855.95,323.86464,243.11,1517.8102,1524.14,355.6429,2374.02,181.99900000000002,447.61,1839.04,128.3003,362.30699999999996,621.7621,120.21283000000001,106.3,96.13,266.11,492.27425,245.9892,810.3827,458.461,963.6,149.83,226.9394,93.79,769.2774,104.8037,260.39291000000003,1089.391,95.76,184.3204,85.96668000000001,367.6689,128.8345,1154.88,358.06029,273.9,121.74600000000001,5050.149902
2011-12-05,1085.99,125.72,148.1493,230.1093,45.1887,165.05,91.44,264.908,105.1758,380.566,,6817.94,322.20128,241.84,1520.0232,1529.69,356.1785,2376.11,177.6761,444.1,1822.16,129.3427,362.399,616.7330000000001,118.8445,105.2,96.63,264.95,493.55329000000006,243.6823,813.6917,454.56,970.59,152.48,227.9551,93.11,764.2566,106.1479,256.21702999999997,1092.119,94.86,184.032,85.79052,360.6945,132.8237,1167.84,356.55239,272.62,121.794,5039.149902
2011-12-06,1085.99,125.72,148.1493,230.1093,45.1887,165.05,91.44,264.908,105.1758,380.566,,6817.94,322.20128,241.84,1520.0232,1529.69,356.1785,2376.11,177.6761,444.1,1868.07,129.3427,362.399,616.7330000000001,118.8445,105.2,96.63,264.95,493.55329000000006,243.6823,813.6917,454.56,970.59,152.48,227.9551,93.11,764.2566,106.1479,256.21702999999997,1092.119,94.86,184.032,85.79052,360.6945,132.8237,1167.84,356.55239,272.62,121.794,5039.149902
2011-12-07,1099.11,128.59,147.1456,230.2625,44.3906,166.24,91.58,265.137,104.0211,367.751,,6824.62,318.04289,235.12,1496.0639999999999,1563.97,359.0347,2350.93,182.3483,448.67,1818.85,130.5745,364.005,629.1663,119.30991999999999,103.63,90.68,255.12,504.1145,244.22799999999998,823.711,439.39300000000003,969.76,147.49,231.34099999999998,93.56,767.1459,108.0558,249.7701,1090.8239999999998,95.48,183.8398,86.18683,366.3091,131.0515,1197.67,369.3011,279.7,123.665,5062.600098
2011-12-08,1084.59,125.43,146.8262,228.3879,42.8413,160.46,90.37,249.918,104.1627,357.907,,6775.88,321.17392,227.75,1496.3526,1512.05,353.0991,2334.61,182.4138,435.84,1818.5,123.75200000000001,360.51800000000003,623.3454,115.84676,100.45,86.91,250.18,497.62795,240.16,779.4594,433.005,947.62,144.16,225.7543,90.16,737.8261,103.7511,253.6529,1089.021,92.21,181.1022,86.49515,354.4658,128.043,1194.48,377.2062,271.07,123.042,4943.649902
2011-12-09,1049.51,123.92,145.6399,228.1904,42.137,158.62,89.78,241.804,104.9676,349.575,,6709.67,318.62997,229.6,1513.0471,1504.9,350.3768,2335.67,178.0473,426.24,1797.02,125.2208,353.86699999999996,610.3999,114.76921000000002,98.67,85.62,252.17,495.22556,242.5413,758.7715,430.469,957.24,143.98,221.268,89.39,715.8955,103.6206,250.50272,1084.212,90.27,175.7715,83.85269,348.7634,124.5004,1185.75,370.07791000000003,270.45,119.156,4866.700195
2011-12-12,1010.69,125.57,139.5259,228.0251,42.9586,155.18,88.18,236.487,102.9042,333.592,,6648.24,316.86877999999996,220.85,1509.4869,1464.97,349.4396,2247.5,180.5799,415.0,1746.82,117.0717,351.665,602.9025,114.10033,95.43,81.51,247.52,500.69765,240.3585,739.4131,424.08,930.44,141.77,217.8821,87.62,689.1809,98.4661,246.57105,1091.5639999999999,86.44,170.3447,77.90731,338.1483,121.2244,1126.96,379.03398,266.82,116.374,4764.600098
2011-12-13,1024.49,124.74,137.4271,226.0498,43.968,153.5,88.83,238.77900000000002,102.4121,337.05199999999996,,6675.61,321.90776,223.75,1539.4602,1470.43,348.1007,2338.05,181.7807,421.1,1773.6,122.7571,354.18800000000005,601.9712,114.88622,95.34,82.75,250.96,502.8815,241.301,724.0131,415.936,928.79,144.63,216.1891,89.89,703.2013,99.3048,250.20966,1090.038,86.11,171.833,79.71298,344.4209,121.9375,1121.41,377.06913,262.53,117.045,4800.600098
2011-12-14,1028.63,126.93,137.6552,224.3768,42.9352,153.38,88.81,234.10299999999998,97.4243,339.92699999999996,,6734.41,319.51056,218.12,1524.5458,1449.94,333.7304,2319.6,179.7502,417.21,1745.5,120.6251,352.72,587.0698,116.34098999999999,95.06,83.99,245.05,500.69765,242.19400000000002,717.303,403.159,920.19,142.25,213.3535,87.39,702.8224,99.1549,254.65416000000002,1093.506,84.73,170.1049,76.40988,329.6387,123.6197,1128.97,379.76507000000004,262.24,116.42200000000001,4763.25
2011-12-15,1028.36,123.67,140.0734,224.6389,43.0056,151.77,88.96,228.053,100.2639,328.086,,6588.76,322.34807,226.4,1525.2674,1450.38,331.6329,2295.34,180.5362,414.33,1728.71,120.7198,362.582,592.7044,116.19604,94.28,84.48,247.33,496.33137999999997,239.8624,700.7899,423.836,904.7,144.24,212.5493,90.11,710.6379,96.4693,255.28907999999998,1093.553,83.93,165.8305,79.88913000000001,329.2001,127.6427,1126.12,371.58582,252.8,116.038,4746.350098
2011-12-16,1017.9,123.28,139.5716,218.7129,41.9962,144.57,87.08,220.39700000000002,99.9133,327.98800000000006,,6437.84,324.54956,218.48,1544.6562,1430.56,337.1668,2295.39,180.0559,398.91,1701.84,119.2985,360.381,583.3444,113.98331999999999,91.23,83.29,243.89,497.82017,238.895,663.4032,419.496,904.56,139.52,211.8721,88.98,683.8285,93.2644,251.08877999999999,1060.076,83.31,165.5897,78.17155,320.1641,125.2572,1117.05,368.88984,242.09,114.59899999999999,4651.600098
2011-12-19,1018.67,116.52,140.621,214.4236,41.4328,135.77,84.16,212.74200000000002,99.3454,327.842,,6393.54,325.62583,223.13,1529.9342,1382.12,335.7833,2310.98,179.6629,389.98,1691.24,118.2562,363.5,575.8006,114.97355,88.69,82.05,238.22,489.03132999999997,232.0489,638.819,418.472,890.09,138.96,209.1634,89.93,696.57,90.4316,248.23162000000002,1057.625,84.35,172.6979,76.14564,318.9797,127.0294,1110.62,369.20971000000003,240.72,112.96799999999999,4613.100098
2011-12-20,993.64,118.27,136.2865,213.6174,41.7614,131.18,79.33,209.25799999999998,94.7643,315.027,,6456.34,321.71206,219.39,1508.7171,1365.5,337.3453,2272.87,170.8642,397.85,1599.5,112.6181,363.959,580.597,116.07903,88.18,82.45,224.62,487.63389000000006,220.7875,604.6794,416.668,889.61,134.27,214.07299999999998,88.48,675.8709,87.6766,244.20228999999998,1048.1,82.75,167.9915,71.34528,300.6884,127.509,1099.97,362.0357,228.97,113.304,4544.200195
2011-12-21,1028.0,120.36,142.1723,216.6811,42.3952,136.61,82.91,213.888,97.4902,332.81300000000005,,6471.66,326.16399,219.94,1506.023,1410.55,346.5834,2306.86,169.9691,418.26,1631.05,116.4558,368.36300000000006,610.4464,117.73813,94.79,82.05,232.75,501.20047999999997,230.5606,618.2861,426.275,934.03,139.35,221.0987,88.8,708.6011,90.1761,243.88483,1071.5430000000001,83.12,170.0088,76.54204,306.5662,127.7425,1100.9,372.08844,236.38,112.824,4693.149902
2011-12-22,1029.08,120.66,142.0354,222.3854,41.5032,139.71,84.26,217.28,98.7017,326.673,,6472.1,325.87044,217.9,1513.7688,1399.86,351.2247,2334.56,169.6198,425.37,1635.43,116.1715,374.69300000000004,616.9658,118.61133999999998,98.27,80.96,237.21,497.15362000000005,229.4692,621.4403,430.713,937.86,141.64,223.9344,91.29,714.8061,92.82,242.32192999999998,1065.069,84.4,176.3481,78.47978,310.4701,126.4945,1145.26,363.31514,243.46,113.59200000000001,4733.850098
2011-12-23,1027.19,121.58,142.3548,214.726,41.2919,140.71,83.54,221.77200000000002,95.8812,322.23900000000003,,6475.12,323.47327,217.9,1529.5493,1398.66,349.1272,2378.58,170.0564,420.28,1634.94,115.3661,377.721,615.5222,118.75718,97.4,78.09,232.03,492.38460999999995,226.7406,623.9451,417.35,947.24,137.22,221.7759,91.84,707.0854,91.5064,243.59177999999997,1070.109,84.54,177.6442,77.555,304.68,126.5061,1159.05,371.03747999999996,237.84,113.11200000000001,4714.0
2011-12-27,1059.3,122.12,148.7881,215.3468,41.7145,135.17,83.55,220.718,95.3511,334.37199999999996,,6551.14,313.00392,216.67,1520.4563,1444.33,352.876,2396.73,171.1044,422.35,1684.08,113.3288,382.35400000000004,621.995,119.36843,97.99,79.33,231.64,504.19707,224.533,636.1592,415.205,935.24,136.01,222.3261,89.75,713.3851,91.2954,243.83597999999998,1090.732,81.32,174.9075,79.75697,306.303,127.8433,1168.72,371.81428999999997,236.81,112.824,4750.5
2011-12-28,1053.57,117.39,148.2862,209.5619,41.0102,133.14,81.48,226.54,93.7042,334.957,,6393.34,315.40112,217.61,1507.6107,1449.65,352.5636,2381.77,171.1044,422.44,1688.54,110.4861,377.675,615.4756,117.62200000000001,94.11,80.52,225.25,508.32656,225.3764,636.6231,425.93300000000005,931.5,139.87,221.0987,90.88,700.1225,89.4374,243.83597999999998,1081.253,80.95,173.0824,81.03416,304.2853,127.1854,1153.8,362.85819,228.03,112.15299999999999,4705.799805
2011-12-29,1038.24,120.9,143.4042,211.7791,39.6252,130.42,84.42,216.593,90.6087,332.277,,6477.51,314.52052000000003,217.03,1509.8719,1431.09,341.0495,2436.01,169.3578,412.65,1683.11,111.0547,380.106,611.5174,116.83611,92.57,79.48,224.62,501.03605,221.234,618.1618,429.055,895.04,139.26,218.263,90.7,674.4026,90.4733,242.54171000000002,1078.016,80.99,172.0737,77.9513,299.9427,129.3248,1136.18,364.04626,225.86,113.064,4646.25
2011-12-30,1025.25,116.86,141.7616,209.0096,39.9773,129.22,82.27,218.976,90.4482,334.76199999999994,,6612.03,313.00392,218.41,1518.3393,1438.48,342.43300000000005,2410.24,169.4014,410.0,1683.68,109.7754,373.776,607.2798,117.18538999999998,92.4,81.61,218.71,505.70415,213.5941,615.1625,436.809,891.69,139.43,217.2049,90.79,656.4507,89.929,243.05452999999997,1073.346,82.22,171.6417,76.85027,294.1965,127.854,1144.87,364.36613,225.39,113.064,4624.299805
2012-01-03,1031.38,117.1,141.351,213.8431,42.7239,133.93,86.58,227.457,89.4926,349.526,,6685.37,320.8804,237.7,1545.3779,1513.5,350.5107,2377.07,176.0605,421.82,1615.9,109.4912,374.28,619.5269999999999,116.63265,97.95,82.65,234.93,523.3644099999999,223.2184,656.1049,425.64099999999996,925.19,139.0,222.7917,91.52,686.4810000000001,94.7391,243.93367,1107.517,89.32,186.2892,81.60663000000001,317.4445,133.7045,1153.85,380.63327999999996,232.09,113.304,4765.299805
2012-01-04,995.85,119.59,137.1077,215.6693,42.2544,135.63,86.68,232.49900000000002,89.1042,337.539,,6731.53,323.71788,237.34,1531.0888,1475.03,351.9834,2331.41,182.6977,425.8,1578.78,112.09700000000001,362.81199999999995,615.5688,116.16635,100.29,81.31,235.46,521.5554599999999,217.9597,661.6712,435.15,920.77,138.83,225.7543,92.06,678.4287,94.2059,244.81278999999998,1084.767,92.4,193.2527,80.94608000000001,319.2868,134.6957,1120.73,382.23257,227.51,112.15299999999999,4749.649902
2012-01-05,1003.38,123.33,140.3016,215.4073,43.0995,139.23,85.88,233.553,87.0597,335.639,,6818.09,327.77841,232.87,1521.8996,1462.02,340.0677,2326.76,181.1039,426.14,1615.72,110.2966,360.885,624.2768,116.31217,100.96,81.76,239.34,518.9513400000001,220.9859,672.7731,437.784,906.4,135.92,221.5643,91.88,662.6557,94.0059,244.12902999999997,1083.8419999999999,94.34,194.1167,82.5315,318.1024,132.6784,1128.77,379.21676,233.93,112.24799999999999,4749.950195
2012-01-06,994.77,124.31,140.256,214.5123,42.1605,136.48,86.83,228.78599999999997,90.2021,322.14099999999996,,6880.0,331.15405,231.05,1540.0857,1443.99,339.9338,2342.21,182.3265,435.41,1533.31,112.476,364.05,624.3699,117.65082,101.45,81.41,233.28,517.4895799999999,225.2027,668.8767,431.981,922.23,136.05,221.6943,90.48,679.755,92.9117,244.17787,1081.438,94.96,195.5574,80.858,319.0236,133.4816,1129.27,370.80901,235.77,111.241,4754.100098
2012-01-09,991.66,128.69,138.8415,215.7338,45.3296,137.24,86.04,236.67,88.7914,312.298,,6818.82,337.22038,228.04,1539.6046,1431.43,339.7553,2366.13,181.1912,437.71,1527.48,111.6706,360.977,617.7108,117.59318999999999,100.92,80.91,237.88,518.29429,224.8307,672.9586,429.103,942.91,136.05,223.0385,91.97,669.0502,90.9399,246.88851,1083.241,95.67,192.6761,82.22327,317.3568,134.5959,1130.39,366.60513,235.01,111.001,4742.799805
2012-01-10,1006.45,132.82,138.7959,214.1858,47.4423,143.08,88.33,242.63,91.3758,321.94599999999997,,6888.35,338.34559,231.05,1556.9726,1450.13,339.8891,2377.22,183.3527,441.56,1569.01,116.6927,362.81199999999995,637.0361,119.42693,104.52,81.41,252.65,523.23651,231.4287,701.2231,429.055,957.77,136.96,226.5072,93.06,697.4226,94.5697,252.18769,1077.739,96.9,196.9981,82.79574000000001,326.1296,136.4563,1143.35,368.79845,249.45,111.289,4849.549805
2012-01-11,1006.95,133.41,137.2902,219.3256,50.5175,149.3,89.07,242.72099999999998,96.0705,317.366,,6939.39,333.20876,232.76,1588.3892,1449.94,339.4428,2327.68,181.34400000000002,444.39,1598.97,123.5151,360.105,634.1956,118.34938999999999,105.29,81.31,263.93,516.47588,230.8086,709.4481,423.788,959.28,138.44,225.1197,90.88,708.8379,95.9222,254.28785,1051.475,96.76,196.8068,81.65071999999999,335.999,138.4505,1116.65,366.74221,257.0,111.241,4860.950195
2012-01-12,1010.19,129.12,137.7009,220.6157,49.3437,150.4,90.04,240.704,97.0079,318.145,,6958.02,331.64328,236.57,1594.8842,1472.03,343.8611,2380.42,177.1739,448.23,1601.67,125.7419,361.527,640.2027,119.30991999999999,105.45,80.96,276.38,472.92422999999997,231.8008,699.9855,426.421,965.68,139.43,223.5588,91.2,698.0858,98.0023,253.99479,1007.548,96.57,198.0553,83.05998000000001,341.1311,132.9129,1125.63,357.74046,264.84,115.223,4831.25
2012-01-13,1014.02,128.05,138.2484,223.498,50.3531,150.27,89.89,244.601,96.2878,326.08799999999997,,6960.76,331.20296,249.76,1598.0114,1482.18,333.3288,2400.32,173.6807,451.07,1584.57,126.4052,359.325,634.7543,120.53243,106.54,84.73,271.39,472.18457,234.4301,725.1579,418.131,948.74,144.07,225.2064,92.47,693.2544,98.6522,250.84457999999998,1004.08,98.27,200.5522,84.68949,364.6861,134.1609,1142.86,366.46805,265.03,116.949,4866.0
2012-01-16,1003.56,128.05,138.3853,221.6033,49.1559,149.56,90.49,253.952,95.654,331.351,,6977.4,325.2834,247.58,1581.1244,1484.84,332.3023,2412.86,177.2613,442.33,1589.74,125.5998,354.463,627.909,121.7261,106.83,86.71,266.4,482.40738,228.8738,743.2482,410.913,978.84,140.3,222.2146,90.84,675.3973,100.8906,246.88851,1025.951,99.69,205.3072,86.01066999999999,369.9937,134.4613,1137.85,372.36262,264.55,115.12700000000001,4873.899902
2012-01-17,1027.46,136.28,143.5411,220.5592,48.0526,153.88,93.8,257.39,99.4491,336.272,,7013.94,331.00726000000003,255.53,1582.9526,1550.77,330.6511,2465.11,185.7543,449.91,1615.14,133.1329,364.784,628.98,121.31831000000001,106.01,88.6,269.31,486.40968,236.5385,783.8502,422.569,1076.24,144.94,227.2876,91.16,702.9645,102.4236,252.01676,1020.9110000000001,103.81,208.8127,86.14284,388.4166,135.7877,1157.83,379.39952,269.27,115.079,4967.299805
2012-01-18,1019.17,137.93,143.4042,219.6078,45.9164,149.24,91.93,250.422,101.4277,336.662,,6997.69,325.23446,246.85,1599.7435,1532.21,325.6973,2399.83,182.2828,462.88,1644.35,132.4223,359.876,635.9185,122.1339,103.87,85.77,264.08,477.27369000000004,229.5188,767.2758,422.37300000000005,1069.88,142.6,232.6208,89.89,738.6788,103.6095,252.72495,995.202,102.72,205.4033,86.18683,372.7571,132.033,1160.62,369.3011,265.26,113.352,4955.799805
2012-01-19,1038.28,145.43,146.6437,220.3415,45.353,152.72,91.86,243.18,102.6392,332.082,,6992.57,324.84308,254.19,1636.0674,1518.58,329.2676,2431.07,182.9378,467.59,1683.64,138.155,359.096,646.0701,121.78461000000001,107.59,84.04,267.76,474.10312999999996,235.2983,789.8803,432.224,1097.21,148.62,235.6993,90.66,744.268,104.6621,257.46247999999997,994.6469999999999,106.6,209.8214,91.51547,382.3633,135.9437,1177.5,369.34677999999997,271.16,113.49600000000001,5018.399902
2012-01-20,1037.11,151.27,144.4536,220.3052,46.9258,161.36,96.43,250.972,105.9899,333.64099999999996,,7059.17,330.56698,250.48,1583.0008,1559.47,332.347,2410.68,184.1282,471.19,1720.31,136.0704,358.86699999999996,644.58,117.18538999999998,113.69,83.59,271.73,473.0251,245.2202,788.1798,429.981,1071.53,151.26,239.2981,92.02,750.8993,107.3588,257.95089,998.3,108.35,210.4456,92.4848,382.9774,134.2277,1191.24,378.12009,281.17,112.77600000000001,5048.600098
2012-01-23,1051.04,142.85,144.2711,227.2632,46.8554,159.42,96.19,258.811,103.2548,343.19199999999995,,7043.41,334.28505,243.37,1585.5507,1558.5,329.7585,2444.43,185.2744,464.9,1657.17,130.1481,362.995,647.7465,119.10646000000001,115.62,86.61,272.46,475.12637,236.7866,789.9731,426.86,1127.02,152.18,238.7778,91.61,730.9107,107.7837,255.41117999999997,996.6360000000001,105.42,210.4456,92.4848,374.2046,133.6144,1195.86,379.99354,290.27,112.488,5046.25
2012-01-24,1061.19,146.06,145.7311,226.0982,47.724,165.12,98.87,257.436,105.3175,347.577,,7059.56,337.17147,239.7,1583.8187,1575.66,328.1519,2408.74,188.8895,469.51,1668.61,136.2599,360.656,652.4498,119.89236000000001,119.85,92.71,275.41,478.87212999999997,245.9643,836.0801,435.88199999999995,1124.4,152.0,237.7805,91.2,742.4681,113.3548,252.11445,1006.808,105.89,213.1833,94.81867,379.2929,135.5988,1195.27,384.81464,301.46,114.455,5127.350098
2012-01-25,1058.53,139.39,147.1912,229.6578,51.7382,170.09,97.53,258.949,109.7191,350.16,,7073.47,334.92104,249.1,1586.8497,1580.74,329.5018,2406.18,185.5169,470.85,1638.39,134.6017,361.069,660.5059,119.95087,118.77,93.26,286.45,487.09452000000005,245.8403,822.9995,447.83,1146.54,151.48,236.3497,91.47,749.2888,114.3101,252.65167999999997,1018.2139999999999,108.73,221.8273,92.88093,390.2589,140.1781,1216.71,385.27378999999996,311.75,119.876,5158.299805
2012-01-26,1058.53,139.39,147.1912,229.6578,51.7382,170.09,97.53,258.949,109.7191,350.16,,7073.47,334.92104,249.1,1586.8497,1580.74,329.5018,2406.18,185.5169,470.85,1868.07,134.6017,361.069,660.5059,119.95087,118.77,93.26,286.45,487.09452000000005,245.8403,822.9995,447.83,1146.54,151.48,236.3497,91.47,749.2888,114.3101,252.65167999999997,1018.2139999999999,108.73,221.8273,92.88093,390.2589,140.1781,1216.71,385.27378999999996,311.75,119.876,5158.299805
2012-01-27,1074.67,143.19,147.7387,235.1323,53.0527,171.59,94.0,250.835,109.2837,365.07099999999997,,7159.98,338.10098,248.41,1583.4819,1575.42,335.2162,2498.33,188.6911,465.09,1607.06,136.8758,357.76599999999996,651.7513,117.47618,119.83,93.51,278.75,497.91152999999997,244.5505,854.4181,455.486,1175.57,150.87,241.3359,93.56,777.1876,113.3436,258.26833,1028.183,112.33,230.3762,92.52861,402.4531,142.0385,1207.0,383.85044,307.69,122.85,5204.700195
2012-01-30,1055.33,134.72,146.5068,240.9172,50.4236,163.66,91.57,223.835,106.8417,348.064,,7087.38,334.08938,243.84,1593.5371,1573.44,331.8865,2503.46,189.15400000000002,460.14,1612.27,130.3376,350.793,640.8546,116.92342,115.01,89.79,268.73,495.59099000000003,237.3323,807.2906,459.875,1158.72,148.88,239.168,92.29,752.8887,110.2693,260.61267000000004,1030.965,107.93,224.6611,90.76703,388.0218,140.2556,1167.98,376.32034,296.13,119.876,5087.299805
2012-01-31,1076.02,142.36,146.8718,241.4977,53.9917,171.91,93.2,229.74900000000002,108.3092,356.397,,7074.84,342.69967,237.7,1625.9159,1615.88,335.9361,2530.04,192.9455,472.68,1645.99,138.9131,347.67400000000004,649.9352,118.72836000000001,121.75,94.55,282.67,501.74864,247.2294,810.6925,463.289,1152.32,152.38,239.3848,94.42,774.0614,114.5101,267.88991,1050.115,111.76,234.1215,91.51547,395.4787,145.3038,1192.23,380.08539,311.89,122.706,5199.25
2012-02-01,1083.96,140.08,148.925,236.6521,55.141999999999996,174.0,93.41,234.333,106.0088,352.10900000000004,,7074.1,341.32986,230.29,1613.0702,1644.4,338.9958,2573.77,193.0557,477.53,1707.54,145.167,352.995,641.5997,117.36003000000001,120.1,92.37,284.17,501.14565999999996,253.4802,831.6587,466.654,1179.6,151.18,236.263,93.38,787.4188,115.4016,268.42714,1046.684,113.32,238.5882,97.0211,413.156,146.1845,1216.17,378.20288,317.27,125.39200000000001,5235.700195
2012-02-02,1126.21,146.99,155.0846,239.2966,54.203,172.05,93.37,237.083,108.9808,376.034,,7127.48,333.01309,233.92,1569.9626,1658.51,349.6147,2583.11,203.4382,478.25,1741.74,149.7153,358.454,638.6659999999999,115.87557,121.78,95.04,289.69,503.75856,253.5298,842.4201,464.36199999999997,1182.37,152.11,239.4715,95.33,785.5715,115.1211,265.64326,1064.5810000000001,111.81,236.7155,97.9457,417.4985,148.825,1239.83,391.24276000000003,319.96,128.414,5269.899902
2012-02-03,1142.8,146.26,157.4115,237.8695,56.527,175.8,94.24,242.72099999999998,109.0088,377.74,,7185.01,337.7096,237.81,1607.6337,1695.2,352.2695,2652.41,200.1537,486.27,1725.88,144.6458,368.27099999999996,648.8176,116.80729,123.66,92.91,288.97,508.5546,257.3249,837.7816,467.04400000000004,1204.9,156.45,244.24099999999999,97.01,794.1448,116.8179,271.69946,1086.42,112.8,237.8679,99.26643,410.1293,145.6158,1252.14,392.5284,325.38,127.167,5325.850098
2012-02-06,1203.18,144.16,164.7574,241.3606,56.1514,177.51,97.19,248.864,108.6022,379.153,,7262.93,345.24363,238.46,1584.8771,1699.79,350.5596,2725.28,204.0113,487.66,1734.36,147.1569,355.105,651.1925,117.82546,125.25,95.99,290.86,507.43125,258.1187,856.5518,473.579,1216.45,157.2,245.6718,98.87,789.1239999999999,120.1228,267.23057,1107.099,115.45,241.8055,94.5987,409.91,143.4318,1338.46,392.20699,326.47,125.824,5361.649902
2012-02-07,1225.45,135.45,161.9742,238.5669,54.7664,178.08,96.91,238.458,107.4762,369.115,,7120.85,346.12422000000004,236.72,1571.8871,1714.24,341.1556,2733.61,203.0634,489.2,1723.18,145.6408,350.61,638.2934,119.65921000000002,126.55,92.12,293.37,498.36832999999996,265.6594,837.7194,472.165,1210.82,155.52,248.23,97.73,800.0656,119.5924,265.78977000000003,1110.948,116.97,240.4609,94.37873,395.9612,143.4318,1335.47,393.07936,318.64,124.04899999999999,5335.149902
2012-02-08,1248.63,136.57,161.5179,239.5102,56.1514,180.25,99.12,239.65,109.4351,344.995,,7174.86,344.65656,242.13,1560.4366,1709.65,352.5395,2774.09,205.9731,488.38,1765.91,152.3685,356.481,649.0504,119.01914,124.22,91.47,296.86,505.97823,264.5183,845.7598,468.556,1229.8,156.84,245.5851,97.69,813.1861,120.9615,268.9644,1131.025,119.62,240.7016,95.12716999999999,395.3471,144.9249,1361.33,399.09426,314.72,125.296,5368.149902
2012-02-09,1252.87,134.28,162.613,246.56900000000002,55.1185,181.42,99.63,240.15400000000002,113.3446,341.194,,7208.43,344.80332000000004,242.13,1576.6501,1699.11,350.1997,2737.15,204.3199,501.93,1762.07,150.7576,360.885,649.2833,118.69866999999999,126.83,92.27,299.18,513.42442,273.4233,838.1832,459.875,1233.2,159.28,243.9375,98.68,808.8757,121.3087,265.08158,1139.3239999999998,120.99,247.1361,98.16566999999999,396.663,146.9191,1374.68,409.19559,326.56,123.13799999999999,5412.350098
2012-02-10,1214.72,139.1,156.8184,249.8948,51.9494,178.79,101.97,238.917,113.2401,341.048,,7225.12,342.21045,241.08,1560.6772,1711.0,347.23,2744.26,206.6344,497.08,1741.43,144.8827,355.426,646.2564,118.64103999999999,125.57,91.92,308.96,509.86139000000003,271.2156,835.555,447.586,1208.54,159.59,244.3277,97.37,798.8341,120.6366,264.44666,1143.776,122.93,247.1847,97.59339,416.7528,144.9134,1357.21,412.63922,328.26,124.57700000000001,5381.600098
2012-02-13,1222.25,139.54,156.6801,246.2667,51.2452,178.52,101.48,239.787,111.631,338.855,,7509.73,334.72537,244.53,1565.1997,1666.34,349.2548,2758.5,206.4581,501.35,1778.77,147.6781,359.417,647.4206,118.0586,126.14,90.63,316.95,509.49595,281.1623,821.4845,452.31699999999995,1189.55,160.16,243.5473,100.2,804.518,118.2676,270.161,1136.635,121.51,248.0972,95.12716999999999,425.6572,145.4045,1370.61,400.93087,329.63,126.208,5390.200195
2012-02-14,1207.69,140.61,157.4639,244.0696,55.3298,180.64,102.68,242.95,113.259,333.64099999999996,,7444.0,314.27591,242.89,1549.8041,1678.57,346.96,2744.36,206.43599999999998,497.46,1839.79,152.6528,359.509,649.8421,117.91278,127.36,90.43,311.77,511.80774,277.7393,853.1815,463.19199999999995,1230.97,160.74,239.4282,99.97,804.1865,122.2057,270.86916,1131.349,126.34,257.3655,91.78017,428.0697,146.7631,1382.43,399.55341,337.84,128.846,5416.049805
