,ACC,ADANIPORTS,AMBUJACEM
2003-11-21,165.59,,20.8252
2003-11-24,165.06,,20.3453
2003-11-25,164.95,,20.271
2003-11-27,164.31,,20.7052
2003-11-28,169.79,,21.3508
2003-12-01,172.86,,22.2192
2003-12-02,175.52,,22.3107
2003-12-03,175.71,,22.1564
2003-12-04,173.95,,22.2649
2003-12-05,169.34,,21.4936
2003-12-08,163.53,,21.0594
2003-12-09,167.42,,21.8193
2003-12-10,166.9,,22.0421
2003-12-11,166.34,,22.2649
2003-12-12,169.86,,23.1448
2003-12-15,171.02,,22.8077
2003-12-16,169.41,,22.6592
2003-12-17,168.55,,22.4821
2003-12-18,170.69,,22.802
2003-12-19,173.23,,23.0362
2003-12-22,173.83,,22.6877
2003-12-23,173.95,,22.7791
2003-12-24,173.65,,22.5049
2003-12-26,186.96,,23.6133
2003-12-29,188.64,,23.7847
2003-12-30,181.71,,23.0191
2003-12-31,183.62,,23.1219
2004-01-01,193.82,,23.7676
2004-01-02,198.8,,23.9904
2004-01-05,205.36,,24.2303
2004-01-06,197.64,,23.5562
2004-01-07,199.59,,23.9504
2004-01-08,205.92,,24.1275
2004-01-09,203.38,,24.4474
2004-01-12,196.96,,24.1675
2004-01-13,198.73,,23.819000000000003
2004-01-14,202.29,,24.8988
2004-01-15,195.24,,23.9561
2004-01-16,185.12,,22.8534
2004-01-19,191.42,,23.3848
2004-01-20,188.19,,22.7106
2004-01-21,181.11,,21.5222
2004-01-22,172.3,,21.0309
2004-01-23,181.26,,21.8422
2004-01-27,195.13,,22.9734
2004-01-28,193.25,,22.721999999999998
2004-01-29,194.68,,22.561999999999998
2004-01-30,191.45,,22.0478
2004-02-03,181.41,,21.1108
2004-02-04,191.53,,22.2821
2004-02-05,190.85,,21.6479
2004-02-06,192.28,,22.6249
2004-02-09,200.08,,23.041999999999998
2004-02-10,198.2,,22.9791
2004-02-11,205.92,,23.5733
2004-02-12,202.03,,23.2248
2004-02-13,204.01,,23.5219
2004-02-16,203.98,,23.4419
2004-02-17,205.36,,23.7047
2004-02-18,202.14,,24.3218
2004-02-19,196.81,,23.2248
2004-02-20,195.43,,23.2362
2004-02-23,189.17,,22.5449
2004-02-24,192.39,,22.6877
2004-02-25,188.15,,22.225
2004-02-26,185.08,,22.8134
2004-02-27,194.27,,23.4647
2004-03-01,197.83,,23.8933
2004-03-03,202.14,,23.9732
2004-03-04,197.83,,23.4762
2004-03-05,204.65,,23.9332
2004-03-08,207.84,,24.5389
2004-03-09,204.76,,24.4817
2004-03-10,198.84,,23.8075
2004-03-11,192.09,,22.5963
2004-03-12,195.43,,22.802
2004-03-15,185.87,,21.7964
2004-03-16,184.33,,21.5051
2004-03-17,186.09,,22.0364
2004-03-18,184.14,,21.9907
2004-03-19,186.09,,21.9107
2004-03-22,180.39,,21.5051
2004-03-23,182.23,,22.4592
2004-03-24,181.26,,22.2078
2004-03-25,183.73,,21.9221
2004-03-26,191.57,,22.8134
2004-03-29,191.42,,22.8591
2004-03-30,187.67,,21.9164
2004-03-31,190.93,,22.5106
2004-04-01,196.18,,22.962
2004-04-02,198.43,,23.3505
2004-04-05,197.75,,23.3562
2004-04-06,193.63,,23.3619
2004-04-07,194.6,,23.5504
2004-04-08,197.19,,23.659000000000002
2004-04-12,198.16,,23.379
2004-04-13,200.49,,24.1504
2004-04-15,205.51,,25.1616
2004-04-16,208.96,,16.7782
2004-04-19,203.26,,24.4303
2004-04-20,200.94,,24.3046
2004-04-21,207.42,,24.9616
2004-04-22,213.2,,28.9875
2004-04-23,215.11,,29.0133
2004-04-27,200.23,,28.0004
2004-04-28,202.4,,27.7746
2004-04-29,205.85,,28.4327
2004-04-30,210.01,,28.5488
2004-05-03,203.75,,27.851999999999997
2004-05-04,214.21,,28.8907
2004-05-05,217.28,,29.1746
2004-05-06,217.17,,29.723000000000003
2004-05-07,213.12,,29.3036
2004-05-10,205.92,,28.5359
2004-05-11,200.45,,27.2456
2004-05-12,207.72,,27.2068
2004-05-13,210.42,,27.8327
2004-05-14,200.56,,26.6778
2004-05-17,183.09,,23.7939
2004-05-18,189.88,,24.5874
2004-05-19,193.22,,25.6584
2004-05-20,191.45,,25.1552
2004-05-21,190.97,,25.4713
2004-05-24,196.36,,26.3681
2004-05-25,195.92,,26.6972
2004-05-26,194.04,,26.3617
2004-05-27,192.58,,25.4649
2004-05-28,187.03,,24.7939
2004-05-31,177.73,,24.252
2004-06-01,183.84,,24.6649
2004-06-02,186.88,,25.6262
2004-06-03,181.41,,24.3874
2004-06-04,182.19,,24.7552
2004-06-07,182.87,,24.8842
2004-06-08,185.87,,25.1165
2004-06-09,183.99,,25.1487
2004-06-10,185.38,,24.9487
2004-06-11,183.99,,24.3939
2004-06-14,177.32,,23.2197
2004-06-15,178.56,,23.3874
2004-06-16,172.18,,22.9036
2004-06-17,174.43,,22.8455
2004-06-18,172.18,,22.4197
2004-06-21,173.01,,22.1229
2004-06-22,175.97,,22.4197
2004-06-23,171.7,,22.1745
2004-06-24,175.6,,22.8455
2004-06-25,176.42,,23.6584
2004-06-28,183.86,,24.1423
2004-06-29,183.48,,24.4197
2004-06-30,184.66,,24.4326
2004-07-01,186.53,,24.4971
2004-07-02,183.25,,23.6971
2004-07-05,181.04,,23.4197
2004-07-06,185.84,,23.8261
2004-07-07,184.35,,24.0842
2004-07-08,181.99,,23.5487
2004-07-09,184.43,,24.2649
2004-07-12,183.02,,24.0455
2004-07-13,176.31,,22.7939
2004-07-14,174.48,,22.9745
2004-07-15,176.73,,23.6778
2004-07-16,177.91,,23.8003
2004-07-19,178.02,,24.11
2004-07-20,177.6,,23.5681
2004-07-21,177.03,,23.3616
2004-07-22,174.63,,22.7552
2004-07-23,179.51,,23.3874
2004-07-26,182.98,,23.8068
2004-07-27,179.62,,23.31
2004-07-28,177.95,,22.9745
2004-07-29,178.52,,23.3165
2004-07-30,182.79,,23.9294
2004-08-02,185.8,,24.3423
2004-08-03,191.22,,25.4971
2004-08-04,190.8,,25.3552
2004-08-05,193.01,,25.8778
2004-08-06,196.29,,26.0713
2004-08-09,199.38,,26.6391
2004-08-10,198.35,,26.4197
2004-08-11,194.19,,25.6455
2004-08-12,195.57,,25.4713
2004-08-13,200.37,,26.4584
2004-08-16,198.73,,26.3746
2004-08-17,202.66,,26.8068
2004-08-18,199.3,,28.2185
2004-08-19,203.27,,29.3519
2004-08-20,200.29,,28.8652
2004-08-23,198.01,,29.031999999999996
2004-08-24,199.19,,29.6857
2004-08-25,200.9,,29.8735
2004-08-26,201.21,,29.7274
2004-08-27,199.42,,29.4145
2004-08-30,205.48,,30.0264
2004-08-31,205.48,,30.0751
2004-09-01,206.89,,30.8748
2004-09-02,204.41,,30.7149
2004-09-03,203.92,,30.686999999999998
2004-09-06,203.65,,30.4645
2004-09-07,204.57,,30.5688
2004-09-08,206.7,,30.9722
2004-09-09,206.7,,31.2294
2004-09-10,208.57,,31.7371
2004-09-13,207.43,,31.2294
2004-09-14,208.68,,31.4381
2004-09-15,209.64,,31.6328
2004-09-16,210.21,,31.8622
2004-09-17,208.76,,31.8553
2004-09-20,208.57,,31.8692
2004-09-21,209.6,,31.7997
2004-09-22,211.16,,32.1056
2004-09-23,207.43,,31.8414
2004-09-24,205.94,,31.1321
2004-09-27,203.92,,30.9374
2004-09-28,203.04,,30.9791
2004-09-29,202.96,,31.1321
2004-09-30,203.84,,31.2781
2004-10-01,209.68,,31.9735
2004-10-04,210.48,,33.2391
2004-10-05,210.13,,33.4547
2004-10-06,208.95,,32.8984
2004-10-07,210.52,,33.4616
2004-10-08,209.56,,33.2669
2004-10-11,210.1,,33.7745
2004-10-12,205.33,,33.0931
2004-10-13,,,31.4403
2004-10-14,203.27,,33.2043
2004-10-15,201.9,,32.801
2004-10-18,201.78,,32.7454
2004-10-19,201.71,,32.8705
2004-10-20,202.66,,33.2878
2004-10-21,201.32,,33.3017
2004-10-22,,,32.7431
2004-10-25,194.27,,31.9457
2004-10-26,191.6,,30.9791
2004-10-27,197.63,,31.6606
2004-10-28,199.11,,32.1891
2004-10-29,195.53,,31.7023
2004-11-01,197.82,,31.9665
2004-11-02,200.64,,32.7315
2004-11-03,201.9,,32.5924
2004-11-04,199.42,,32.4881
2004-11-05,200.68,,32.1126
2004-11-08,199.04,,32.1891
2004-11-09,199.04,,32.648
2004-11-10,202.32,,32.6341
2004-11-11,203.73,,32.8984
2004-11-12,203.88,,32.7245
2004-11-16,203.46,,32.9053
2004-11-17,204.26,,32.9401
2004-11-18,206.05,,33.0374
2004-11-19,207.62,,32.6897
2004-11-22,211.16,,33.1904
2004-11-23,216.58,,33.7328
2004-11-24,219.55,,34.1778
2004-11-25,219.21,,33.8441
2004-11-29,221.5,,34.455999999999996
2004-11-30,218.87,,34.1639
2004-12-01,217.38,,33.8858
2004-12-02,224.4,,34.449
2004-12-03,223.25,,34.2752
2004-12-06,232.06,,34.6368
2004-12-07,229.74,,34.908
2004-12-08,232.79,,35.1027
2004-12-09,240.07,,35.4991
2004-12-10,239.65,,35.2835
2004-12-13,240.41,,35.2418
2004-12-14,240.64,,35.3669
2004-12-15,239.27,,35.513000000000005
2004-12-16,244.72,,35.9302
2004-12-17,241.64,,36.0276
2004-12-20,244.3,,36.4795
2004-12-21,244.38,,36.709
2004-12-22,241.86,,35.7842
2004-12-23,242.09,,36.4031
2004-12-24,245.68,,36.3266
2004-12-27,247.97,,37.1819
2004-12-28,248.5,,24.5747
2004-12-29,255.67,,37.321
2004-12-30,254.37,,36.6812
2004-12-31,258.3,,37.3627
2005-01-03,260.47,,37.8286
2005-01-04,267.91,,39.5531
2005-01-05,265.85,,39.4627
2005-01-06,262.08,,38.6561
2005-01-07,267.34,,39.6157
2005-01-10,263.14,,38.7395
2005-01-11,254.79,,37.5157
2005-01-12,254.14,,37.2931
2005-01-13,267.61,,39.3793
2005-01-14,262.95,,39.4488
2005-01-17,273.63,,40.2833
2005-01-18,275.77,,40.923
2005-01-19,278.89,,41.2846
2005-01-20,260.93,,39.2611
2005-01-24,262.84,,38.4266
2005-01-25,262.65,,38.5309
2005-01-26,,,38.5332
2005-01-27,266.04,,38.8786
2005-01-28,267.84,,41.4932
2005-01-31,272.53,,41.6532
2005-02-01,270.92,,41.4585
2005-02-02,269.93,,42.0495
2005-02-03,277.25,,42.4876
2005-02-04,286.67,,42.2929
2005-02-07,278.78,,42.2095
2005-02-08,281.91,,42.0495
2005-02-09,285.34,,42.2929
2005-02-10,289.38,,42.0704
2005-02-11,288.92,,41.9035
2005-02-14,285.07,,41.5071
2005-02-15,284.96,,41.5489
2005-02-16,281.22,,41.2012
2005-02-17,279.81,,40.923
2005-02-18,277.64,,40.5058
2005-02-21,276.3,,40.5892
2005-02-22,277.56,,41.1316
2005-02-23,276.8,,40.6171
2005-02-24,274.36,,39.6992
2005-02-25,275.2,,40.2555
2005-02-28,280.31,,41.6532
2005-03-01,276.57,,41.1177
2005-03-02,280.8,,41.1038
2005-03-03,283.7,,41.5419
2005-03-04,285.23,,41.528
2005-03-07,281.3,,41.2846
2005-03-08,280.8,,41.7018
2005-03-09,280.04,,41.1386
2005-03-10,281.72,,40.8396
2005-03-11,279.58,,40.4502
2005-03-14,278.63,,39.8243
2005-03-15,276.07,,39.5601
2005-03-16,275.42,,39.727
2005-03-17,273.94,,25.9562
2005-03-18,274.43,,39.3584
2005-03-21,275.35,,38.7952
2005-03-22,272.87,,38.0441
2005-03-23,271.95,,38.211
2005-03-24,273.94,,37.5296
2005-03-28,273.4,,38.0302
2005-03-29,271.57,,37.0984
2005-03-30,273.52,,36.7368
2005-03-31,275.0,,37.1332
2005-04-01,277.6,,38.4057
2005-04-04,275.92,,39.3236
2005-04-05,276.03,,37.9259
2005-04-06,277.25,,38.2806
2005-04-07,277.98,,37.8912
2005-04-08,275.92,,37.5018
2005-04-11,272.49,,37.5504
2005-04-12,275.92,,37.6408
2005-04-13,279.39,,39.4558
2005-04-15,276.07,,39.0664
2005-04-18,277.18,,38.7117
2005-04-19,279.92,,38.7813
2005-04-20,282.94,,39.3167
2005-04-21,283.55,,39.9495
2005-04-22,287.09,,40.2972
2005-04-25,287.4,,40.4988
2005-04-26,283.13,,40.0121
2005-04-27,277.56,,39.2541
2005-04-28,280.27,,39.7756
2005-04-29,275.04,,39.0107
2005-05-02,276.57,,39.8521
2005-05-03,284.69,,39.9425
2005-05-04,282.17,,40.2276
2005-05-05,282.59,,44.1069
2005-05-06,287.97,,44.5569
2005-05-09,289.5,,45.0379
2005-05-10,294.38,,45.7672
2005-05-11,293.73,,45.643
2005-05-12,298.61,,46.1163
2005-05-13,298.34,,45.9999
2005-05-16,298.23,,45.8137
2005-05-17,291.17,,46.0698
2005-05-18,291.37,,30.1959
2005-05-19,291.06,,45.8525
2005-05-20,288.31,,45.6043
2005-05-23,288.51,,45.2241
2005-05-24,291.33,,44.7896
2005-05-25,293.77,,45.1387
2005-05-26,289.84,,45.1853
2005-05-27,291.59,,46.287
2005-05-30,285.91,,46.3413
2005-05-31,287.32,,46.9775
2005-06-01,288.96,,46.6516
2005-06-02,283.74,,46.3568
2005-06-03,284.92,,45.9223
2005-06-06,289.8,,46.1629
2005-06-07,289.76,,47.0318
2005-06-08,288.96,,47.0163
2005-06-09,292.36,,46.8068
2005-06-10,292.93,,47.0318
2005-06-13,291.17,,47.5904
2005-06-14,292.59,,47.8154
2005-06-15,290.79,,47.6059
2005-06-16,289.73,,46.9465
2005-06-17,290.34,,46.7137
2005-06-20,289.92,,46.0465
2005-06-21,288.51,,48.6456
2005-06-22,292.01,,49.7318
2005-06-23,295.1,,50.0809
2005-06-24,292.93,,48.6456
2005-06-27,288.01,,48.2189
2005-06-28,289.95,,46.4344
2005-06-29,293.8,,46.3956
2005-06-30,294.97,,45.8137
2005-07-01,299.82,,46.3568
2005-07-04,302.85,,46.9775
2005-07-05,299.36,,46.4732
2005-07-06,303.98,,46.7447
2005-07-07,299.55,,46.4732
2005-07-08,306.7,,47.0939
2005-07-11,320.53,,48.4128
2005-07-12,327.33,,48.9947
2005-07-13,328.81,,48.2964
2005-07-14,330.21,,47.2103
2005-07-15,332.46,,47.1327
2005-07-18,331.6,,47.248999999999995
2005-07-19,344.27,,47.8697
2005-07-20,340.5,,47.5982
2005-07-21,338.71,,48.2964
2005-07-22,344.93,,48.4904
2005-07-25,349.98,,49.6154
2005-07-26,342.91,,50.9731
2005-07-27,343.76,,51.3222
2005-07-29,334.44,,50.0033
2005-08-01,340.62,,51.7102
2005-08-02,344.5,,52.2921
2005-08-03,338.25,,50.9343
2005-08-04,342.72,,51.0507
2005-08-05,342.99,,50.7404
2005-08-08,338.29,,48.9171
2005-08-09,334.6,,50.7404
2005-08-10,337.94,,50.3912
2005-08-11,341.94,,50.6628
2005-08-12,346.6,,50.8567
2005-08-16,354.92,,50.9731
2005-08-17,359.58,,50.7382
2005-08-18,364.59,,51.0514
2005-08-19,366.03,,51.1689
2005-08-22,361.91,,51.8736
2005-08-23,361.56,,50.2684
2005-08-24,357.13,,49.4071
2005-08-25,356.04,,49.7595
2005-08-26,366.65,,51.2472
2005-08-29,366.73,,51.1689
2005-08-30,370.38,,51.5212
2005-08-31,371.74,,51.2472
2005-09-01,371.12,,53.0481
2005-09-02,373.64,,53.8702
2005-09-05,373.72,,56.18
2005-09-06,373.56,,55.5145
2005-09-08,376.44,,55.6711
2005-09-09,370.81,,55.2796
2005-09-12,371.0,,55.2796
2005-09-13,367.23,,54.9664
2005-09-14,367.04,,55.2796
2005-09-15,371.39,,57.2762
2005-09-16,369.8,,57.6677
2005-09-19,370.69,,57.6677
2005-09-20,367.93,,56.2975
2005-09-21,365.13,,55.2013
2005-09-22,355.69,,53.1655
2005-09-23,361.48,,54.5749
2005-09-26,372.24,,57.1979
2005-09-27,371.43,,57.6677
2005-09-28,372.09,,57.9418
2005-09-29,377.18,,59.5861
2005-09-30,378.54,,60.2908
2005-10-03,381.68,,61.4653
2005-10-04,384.33,,59.7035
2005-10-05,385.14,,60.5257
2005-10-06,376.25,,59.5469
2005-10-07,370.57,,59.5078
2005-10-10,363.97,,58.0984
2005-10-11,368.59,,57.1979
2005-10-13,362.65,,56.7673
2005-10-14,343.34,,52.6174
2005-10-17,346.17,,53.3613
2005-10-18,348.43,,51.9519
2005-10-19,349.75,,51.5604
2005-10-20,348.58,,52.3434
2005-10-21,346.87,,53.7919
2005-10-24,349.09,,54.9272
2005-10-25,350.95,,54.6532
2005-10-26,349.09,,54.7315
2005-10-27,339.88,,52.4217
2005-10-28,336.69,,52.9698
2005-10-31,346.02,,54.3791
2005-11-01,350.76,,54.6923
2005-11-02,361.09,,57.1979
2005-11-07,359.07,,57.1588
2005-11-08,370.96,,57.7069
2005-11-09,376.71,,57.7069
2005-11-10,372.13,,57.2371
2005-11-11,375.7,,58.6465
2005-11-14,372.4,,57.7852
2005-11-16,374.11,,58.7639
2005-11-17,375.7,,58.6465
2005-11-18,391.13,,61.7785
2005-11-21,387.32,,61.7785
2005-11-22,389.26,,61.2304
2005-11-23,390.12,,63.0313
2005-11-24,393.5,,63.6577
2005-11-25,399.83,,64.2058
2005-11-28,402.86,,64.2449
2005-11-29,406.12,,64.6756
2005-11-30,396.91,,63.1487
2005-12-01,415.68,,65.1062
2005-12-02,418.4,,65.6152
2005-12-05,406.94,,64.2841
2005-12-06,408.53,,62.953
2005-12-07,408.88,,63.9317
2005-12-08,414.55,,64.4798
2005-12-09,413.08,,64.2841
2005-12-12,411.29,,64.1666
2005-12-13,432.15,,65.6543
2005-12-14,425.28,,63.6185
2005-12-15,416.5,,62.4049
2005-12-16,416.85,,62.6398
2005-12-19,431.84,,63.9709
2005-12-20,436.08,,64.2058
2005-12-21,422.09,,63.6968
2005-12-22,427.92,,64.2841
2005-12-23,420.15,,63.227
2005-12-26,406.71,,60.2125
2005-12-27,417.7,,61.4261
2005-12-28,409.89,,61.5436
2005-12-29,409.66,,61.5827
2005-12-30,415.02,,62.5615
2006-01-02,412.18,,62.0917
2006-01-03,425.47,,63.5011
2006-01-04,430.25,,68.708
2006-01-05,432.15,,68.6297
2006-01-06,433.4,,68.4339
2006-01-09,430.09,,67.6509
2006-01-10,419.22,,68.708
2006-01-11,,,68.6297
2006-01-12,415.1,,69.0995
2006-01-13,417.27,,69.6867
2006-01-16,427.92,,70.0391
2006-01-17,422.44,,69.0212
2006-01-18,419.45,,70.2348
2006-01-19,426.56,,71.057
2006-01-20,425.04,,70.548
2006-01-23,422.91,,70.4697
2006-01-24,427.18,,70.1957
2006-01-25,430.02,,69.6084
2006-01-26,,,69.6084
2006-01-27,439.11,,71.9183
2006-01-30,447.19,,70.8612
2006-01-31,446.18,,69.3344
2006-02-01,447.0,,66.7505
2006-02-02,459.78,,66.6722
2006-02-03,451.77,,66.2416
2006-02-06,459.39,,67.5726
2006-02-07,464.63,,68.982
2006-02-08,464.75,,68.9037
2006-02-09,,,68.9037
2006-02-10,457.52,,68.982
2006-02-13,457.14,,68.6688
2006-02-14,449.48,,67.3769
2006-02-15,450.57,,66.7897
2006-02-16,455.97,,67.0245
2006-02-17,452.01,,66.9854
2006-02-20,461.91,,67.6509
2006-02-21,460.67,,67.9641
2006-02-22,460.75,,67.2594
2006-02-23,461.45,,66.2416
2006-02-24,460.87,,67.7684
2006-02-27,464.44,,69.2952
2006-02-28,486.66,,69.1386
2006-03-01,531.69,,71.1744
2006-03-02,523.5,,71.5268
2006-03-03,530.99,,71.3702
2006-03-06,531.69,,71.2527
2006-03-07,568.29,,73.0536
2006-03-08,554.93,,72.0749
2006-03-09,582.55,,76.7729
2006-03-10,590.32,,77.7516
2006-03-13,590.75,,76.6163
2006-03-14,590.75,,76.538
2006-03-15,,,76.538
2006-03-16,592.38,,77.7908
2006-03-17,590.05,,76.538
2006-03-20,594.56,,77.5559
2006-03-21,587.37,,76.1465
2006-03-22,578.04,,75.1677
2006-03-23,591.45,,75.3243
2006-03-24,593.31,,75.5592
2006-03-27,610.56,,76.9686
2006-03-28,605.86,,77.8299
2006-03-29,611.79,,80.6879
2006-03-30,614.5,,80.2964
2006-03-31,614.11,,80.8836
2006-04-03,625.33,,83.1934
2006-04-04,624.35,,82.3321
2006-04-05,658.7,,83.7807
2006-04-06,,,80.8836
2006-04-07,696.19,,84.7594
2006-04-10,721.47,,88.3612
2006-04-11,,,80.8836
2006-04-12,715.82,,85.0335
2006-04-13,705.3,,85.5424
2006-04-14,,,85.5424
2006-04-17,736.42,,92.3154
2006-04-18,734.74,,90.7102
2006-04-19,760.02,,92.3154
2006-04-20,756.84,,92.0022
2006-04-21,755.9,,93.8031
2006-04-24,753.15,,93.9596
2006-04-25,725.71,,91.7673
2006-04-26,760.21,,92.74600000000001
2006-04-27,733.4,,91.18
2006-04-28,748.36,,91.0234
2006-05-02,778.19,,95.6431
2006-05-03,773.64,,98.6968
2006-05-04,765.51,,93.9612
2006-05-05,775.33,,92.8957
2006-05-08,790.75,,94.5137
2006-05-09,787.38,,94.9478
2006-05-10,767.24,,92.2643
2006-05-11,757.58,,90.4885
2006-05-12,704.59,,83.5036
2006-05-15,677.42,,79.8335
2006-05-16,710.01,,85.8713
2006-05-17,713.42,,85.8319
2006-05-18,627.77,,77.3473
2006-05-19,589.77,,74.9006
2006-05-22,570.49,,71.4674
2006-05-23,590.98,,75.01899999999999
2006-05-24,603.86,,74.7428
2006-05-25,622.19,,75.532
2006-05-26,627.45,,77.8604
2006-05-29,628.04,,77.2684
2006-05-30,612.34,,75.2558
2006-05-31,598.95,,73.2432
2006-06-01,581.48,,72.3355
2006-06-02,617.4,,73.5984
2006-06-05,583.13,,71.1911
2006-06-06,570.34,,70.9543
2006-06-07,556.64,,69.6521
2006-06-08,550.12,,68.705
2006-06-09,592.63,,72.2566
2006-06-12,562.01,,70.9938
2006-06-13,553.42,,68.2709
2006-06-14,545.96,,66.6529
2006-06-15,578.38,,72.5723
2006-06-16,574.77,,72.1382
2006-06-19,602.02,,72.6907
2006-06-20,596.72,,71.27
2006-06-21,604.14,,73.2827
2006-06-22,611.55,,74.8612
2006-06-23,617.25,,75.9267
2006-06-26,585.8,,74.2692
2006-06-27,592.55,,74.5849
2006-06-28,585.88,,73.8351
2006-06-29,581.05,,74.0719
2006-06-30,615.48,,78.4918
2006-07-03,613.67,,78.1761
2006-07-04,620.66,,78.2944
2006-07-05,637.62,,81.1358
2006-07-06,639.35,,81.0174
2006-07-07,622.86,,79.0442
2006-07-10,636.44,,81.4515
2006-07-11,642.92,,83.54299999999999
2006-07-12,655.83,,86.1081
2006-07-13,657.95,,85.8713
2006-07-14,655.56,,84.4507
2006-07-17,644.65,,82.1224
2006-07-18,640.72,,80.6228
2006-07-19,612.93,,78.5312
2006-07-20,638.29,,81.7277
2006-07-21,619.88,,78.5312
2006-07-24,620.23,,79.0837
2006-07-25,644.18,,81.8066
2006-07-26,651.16,,83.1089
2006-07-27,653.48,,82.3591
2006-07-28,666.75,,82.8721
2006-07-31,662.47,,82.4775
2006-08-01,670.95,,81.3331
2006-08-02,681.82,,83.54299999999999
2006-08-03,676.44,,83.7403
2006-08-04,676.56,,83.6614
2006-08-07,668.4,,82.0434
2006-08-08,679.03,,82.9511
2006-08-09,681.07,,84.3323
2006-08-10,687.63,,84.0166
2006-08-11,691.52,,83.9376
2006-08-14,697.01,,85.2399
2006-08-15,,,85.2399
2006-08-16,695.8,,85.8713
2006-08-17,698.5,,85.3188
2006-08-18,708.95,,86.8579
2006-08-21,716.95,,87.2525
2006-08-22,712.56,,86.6606
2006-08-23,702.31,,86.8974
2006-08-24,716.01,,89.936
2006-08-25,713.54,,90.1333
2006-08-28,717.27,,91.554
2006-08-29,716.29,,90.5674
2006-08-30,724.06,,90.5674
2006-08-31,714.25,,88.6732
2006-09-01,717.46,,89.6992
2006-09-04,722.76,,90.2517
2006-09-05,740.11,,91.4356
2006-09-06,738.11,,92.06700000000001
2006-09-07,744.35,,91.1594
2006-09-08,742.94,,90.962
2006-09-11,711.5,,86.8184
2006-09-12,729.55,,88.2391
2006-09-13,731.52,,89.5414
2006-09-14,741.72,,90.8437
2006-09-15,749.38,,91.0015
2006-09-18,750.4,,91.6329
2006-09-19,737.92,,89.5414
2006-09-20,744.55,,89.7782
2006-09-21,761.35,,91.5145
