,ACC,ADANIPORTS,AMBUJACEM
2011-02-14,879.41,138.49,107.0503
2011-02-15,883.46,137.47,107.5465
2011-02-16,880.51,139.12,110.0728
2011-02-17,878.35,143.44,113.5013
2011-02-18,866.86,140.04,112.1028
2011-02-21,882.54,139.41,113.8171
2011-02-22,887.74,136.06,111.7419
2011-02-23,893.24,139.66,112.3735
2011-02-24,879.81,141.98,111.3811
2011-02-25,875.54,143.83,112.1931
2011-02-28,853.82,133.93,106.3285
2011-03-01,865.14,134.85,109.8473
2011-03-02,,,110.5239
2011-03-03,872.14,131.6,111.1104
2011-03-04,869.59,128.88,111.1555
2011-03-07,863.34,127.62,111.0202
2011-03-08,870.52,128.79,112.2833
2011-03-09,884.74,127.18,115.6667
2011-03-10,881.22,129.85,117.0651
2011-03-11,874.21,127.72,113.4562
2011-03-14,889.58,129.32,115.0351
2011-03-15,886.28,126.94,113.0051
2011-03-16,900.29,127.48,117.2907
2011-03-17,903.19,129.71,118.8696
2011-03-18,899.41,130.0,119.5012
2011-03-21,900.02,127.67,116.2982
2011-03-22,901.65,127.43,118.4185
2011-03-23,913.24,127.43,119.8621
2011-03-24,910.24,128.74,122.9297
2011-03-25,914.12,133.88,124.6439
2011-03-28,917.64,133.88,124.8695
2011-03-29,929.73,132.47,125.0499
2011-03-30,962.1,132.42,135.561
2011-03-31,958.45,132.62,132.9896
2011-04-01,973.88,136.99,132.4483
2011-04-04,995.42,143.83,133.937
2011-04-05,1001.97,152.22,137.0497
2011-04-06,1007.32,149.12,135.8317
2011-04-07,1006.88,151.16,136.6437
2011-04-08,999.74,149.85,134.749
2011-04-11,978.56,141.74,134.4332
2011-04-12,,,134.6587
2011-04-13,996.31,142.91,137.9519
2011-04-14,,,138.8993
2011-04-15,993.1,141.74,135.8768
2011-04-18,979.54,145.67,135.3354
2011-04-19,982.53,142.57,135.8317
2011-04-20,987.35,143.49,139.3053
2011-04-21,992.3,142.81,137.5008
2011-04-22,,,136.9595
2011-04-25,992.34,142.47,140.388
2011-04-26,1002.95,140.63,142.3729
2011-04-27,990.15,138.05,136.1925
2011-04-28,985.16,140.33,136.1474
2011-04-29,992.56,140.19,142.7338
2011-05-02,981.41,139.61,138.2226
2011-05-03,963.31,134.61,135.0648
2011-05-04,912.73,129.27,128.0724
2011-05-05,873.35,125.13,123.3357
2011-05-06,882.76,128.39,126.5386
2011-05-09,891.86,127.03,125.7717
2011-05-10,883.79,132.0,123.7417
2011-05-11,881.6,131.22,123.0199
2011-05-12,879.55,129.66,120.0425
2011-05-13,889.59,134.53,122.9297
2011-05-16,892.35,135.01,125.6815
2011-05-17,891.24,140.56,121.84700000000001
2011-05-18,886.29,144.21,121.1703
2011-05-19,883.48,140.37,119.4561
2011-05-20,885.48,144.02,118.1478
2011-05-23,864.48,145.92,118.1478
2011-05-24,887.45,147.77,121.7568
2011-05-25,891.86,150.35,123.6064
2011-05-26,893.38,147.86,125.0048
2011-05-27,892.13,148.59,122.6139
2011-05-30,888.47,151.46,120.8094
2011-05-31,916.26,157.16,125.1853
2011-06-01,931.02,159.64,129.2002
2011-06-02,921.52,156.96,128.5687
2011-06-03,917.51,156.77,129.11
2011-06-06,928.16,155.6,128.8393
2011-06-07,918.84,153.07,128.1626
2011-06-08,914.29,150.78,127.0349
2011-06-09,901.99,150.83,124.5988
2011-06-10,895.07,147.96,122.7492
2011-06-13,895.52,150.64,122.5688
2011-06-14,899.44,152.39,121.7117
2011-06-15,883.12,150.15,119.0049
2011-06-16,857.74,147.52,112.96
2011-06-17,856.14,144.26,115.6216
2011-06-20,836.43,143.24,113.2758
2011-06-21,845.44,144.41,116.3434
2011-06-22,855.16,144.16,116.4336
2011-06-23,849.94,146.16,115.3058
2011-06-24,872.06,150.2,119.9974
2011-06-27,875.63,152.1,119.0952
2011-06-28,858.32,152.92,118.7794
2011-06-29,861.36,152.92,118.9147
2011-06-30,847.75,157.65,120.5839
2011-07-01,851.99,158.04,116.7945
2011-07-04,850.65,156.58,116.5689
2011-07-05,865.82,155.65,116.0727
2011-07-06,859.66,156.72,114.4035
2011-07-07,883.97,157.74,116.7494
2011-07-08,869.96,153.65,113.9073
2011-07-11,858.55,152.92,111.9675
2011-07-12,845.21,149.81,110.0277
2011-07-13,852.62,150.39,111.1104
2011-07-14,873.0,152.63,114.1329
2011-07-15,874.25,152.58,113.9524
2011-07-18,875.85,150.73,114.0427
2011-07-19,880.18,156.14,115.1253
2011-07-20,872.46,151.81,114.584
2011-07-21,872.15,153.17,113.9524
2011-07-22,887.54,156.48,116.8847
2011-07-25,891.73,154.73,118.5538
2011-07-26,887.18,154.68,116.8847
2011-07-27,888.16,152.1,118.0576
2011-07-28,911.66,150.83,120.1779
2011-07-29,902.3,139.73,116.7043
2011-08-01,899.71,141.24,116.61399999999999
2011-08-02,898.69,137.79,115.802
2011-08-03,892.1,138.91,116.6591
2011-08-04,886.24,134.48,114.7644
2011-08-05,869.47,136.04,111.9675
2011-08-08,888.99,132.53,113.9751
2011-08-09,898.05,129.9,116.7583
2011-08-10,911.4,134.28,117.5796
2011-08-11,907.48,131.85,118.5833
2011-08-12,901.44,132.82,119.72399999999999
2011-08-16,893.95,135.99,121.3666
2011-08-17,901.75,134.92,122.1878
2011-08-18,906.22,132.82,121.1384
2011-08-19,900.85,132.68,120.5453
2011-08-22,900.13,132.43,120.454
2011-08-23,904.19,134.77,121.5034
2011-08-24,904.01,142.9,120.9559
2011-08-25,915.1,136.67,124.4692
2011-08-26,895.08,136.81,120.6822
2011-08-29,904.05,141.49,121.5034
2011-08-30,904.32,148.06,121.4122
2011-09-02,915.55,153.31,123.7848
2011-09-05,903.69,153.07,121.0016
2011-09-06,916.99,149.96,127.1155
2011-09-07,961.68,155.8,134.4614
2011-09-08,956.99,156.48,134.7808
2011-09-09,927.72,150.05,126.568
2011-09-12,929.03,148.3,132.0432
2011-09-13,950.58,148.5,132.8645
2011-09-14,944.54,145.09,133.1382
2011-09-15,960.28,145.38,137.1077
2011-09-16,935.97,146.79,131.1306
2011-09-19,946.8,150.0,131.7238
2011-09-20,961.95,150.25,133.8226
2011-09-21,966.46,152.92,136.7427
2011-09-22,963.48,142.56,130.9025
2011-09-23,964.25,145.67,132.1344
2011-09-26,974.66,148.25,134.3245
2011-09-27,984.22,153.27,135.0545
2011-09-28,981.29,156.04,134.0051
2011-09-29,982.73,159.59,134.2333
2011-09-30,990.67,159.98,135.8758
2011-10-03,992.47,149.03,136.0583
2011-10-04,992.16,143.53,135.7846
2011-10-05,998.29,146.65,136.0127
2011-10-07,1004.15,152.29,132.4538
2011-10-10,1020.07,150.73,131.9063
2011-10-11,1022.59,149.37,132.1801
2011-10-12,1028.5,150.88,136.2865
2011-10-13,1012.4,152.24,134.7808
2011-10-14,1009.56,151.32,136.1039
2011-10-17,1002.35,151.76,139.4803
2011-10-18,996.8,148.2,138.9328
2011-10-19,1015.87,146.4,141.8529
2011-10-20,1005.55,147.77,140.4385
2011-10-21,1008.25,146.45,137.1534
2011-10-24,1022.95,152.34,137.8834
2011-10-25,1067.23,156.96,140.256
2011-10-26,1076.47,157.45,140.8035
2011-10-28,1103.8,159.06,146.4155
2011-10-31,1077.69,159.59,141.716
2011-11-01,1067.86,155.85,141.3054
2011-11-02,1069.21,153.85,142.7654
2011-11-03,1091.44,157.89,143.3129
2011-11-04,1103.35,160.61,147.0999
2011-11-08,1098.93,157.26,148.6512
2011-11-09,1088.96,154.43,146.8718
2011-11-11,1098.93,146.45,149.0162
2011-11-14,1097.58,151.03,148.6512
2011-11-15,1089.78,140.76,146.5068
2011-11-16,1076.16,129.03,143.9517
2011-11-17,1044.78,128.64,140.1647
2011-11-18,1037.52,134.24,139.4347
2011-11-21,1023.09,132.97,136.2865
2011-11-22,1030.3,128.83,135.237
2011-11-23,1019.8,120.27,133.7314
2011-11-24,1004.74,114.57,137.564
2011-11-25,1010.28,120.07,133.6857
2011-11-28,1075.62,123.04,136.5146
2011-11-29,1046.9,124.89,133.9595
2011-11-30,1031.93,122.41,135.5108
2011-12-01,1056.45,122.85,135.8302
2011-12-02,1094.78,126.84,146.5524
2011-12-05,1085.99,125.72,148.1493
2011-12-06,1085.99,125.72,148.1493
2011-12-07,1099.11,128.59,147.1456
2011-12-08,1084.59,125.43,146.8262
2011-12-09,1049.51,123.92,145.6399
2011-12-12,1010.69,125.57,139.5259
2011-12-13,1024.49,124.74,137.4271
2011-12-14,1028.63,126.93,137.6552
2011-12-15,1028.36,123.67,140.0734
2011-12-16,1017.9,123.28,139.5716
2011-12-19,1018.67,116.52,140.621
2011-12-20,993.64,118.27,136.2865
2011-12-21,1028.0,120.36,142.1723
2011-12-22,1029.08,120.66,142.0354
2011-12-23,1027.19,121.58,142.3548
2011-12-26,1045.36,120.27,146.0505
2011-12-27,1059.3,122.12,148.7881
2011-12-28,1053.57,117.39,148.2862
2011-12-29,1038.24,120.9,143.4042
2011-12-30,1025.25,116.86,141.7616
2012-01-02,1027.01,111.65,142.5829
2012-01-03,1031.38,117.1,141.351
2012-01-04,995.85,119.59,137.1077
2012-01-05,1003.38,123.33,140.3016
2012-01-06,994.77,124.31,140.256
2012-01-09,991.66,128.69,138.8415
2012-01-10,1006.45,132.82,138.7959
2012-01-11,1006.95,133.41,137.2902
2012-01-12,1010.19,129.12,137.7009
2012-01-13,1014.02,128.05,138.2484
2012-01-16,1003.56,128.05,138.3853
2012-01-17,1027.46,136.28,143.5411
2012-01-18,1019.17,137.93,143.4042
2012-01-19,1038.28,145.43,146.6437
2012-01-20,1037.11,151.27,144.4536
2012-01-23,1051.04,142.85,144.2711
2012-01-24,1061.19,146.06,145.7311
2012-01-25,1058.53,139.39,147.1912
2012-01-26,1058.53,139.39,147.1912
2012-01-27,1074.67,143.19,147.7387
2012-01-30,1055.33,134.72,146.5068
2012-01-31,1076.02,142.36,146.8718
2012-02-01,1083.96,140.08,148.925
2012-02-02,1126.21,146.99,155.0846
2012-02-03,1142.8,146.26,157.4115
2012-02-06,1203.18,144.16,164.7574
2012-02-07,1225.45,135.45,161.9742
2012-02-08,1248.63,136.57,161.5179
2012-02-09,1252.87,134.28,162.613
2012-02-10,1214.72,139.1,156.8184
2012-02-13,1222.25,139.54,156.6801
2012-02-14,1207.69,140.61,157.4639
2012-02-15,1235.28,143.54,158.1095
2012-02-16,1213.28,143.98,157.51
2012-02-17,1232.26,146.81,159.6311
2012-02-20,1232.26,146.81,159.6311
2012-02-21,1236.14,148.91,158.5244
2012-02-22,1195.15,140.32,152.5763
2012-02-23,1171.7,140.52,148.7031
2012-02-24,1143.3,139.2,147.8732
2012-02-27,1134.55,140.13,147.0893
2012-02-28,1162.1,144.47,150.3631
2012-02-29,1177.79,145.0,148.24200000000002
2012-03-01,1192.22,143.25,151.5619
2012-03-02,1207.01,143.74,155.2046
2012-03-05,1172.02,139.69,149.7175
2012-03-06,1165.75,140.03,148.5187
2012-03-07,1176.26,141.69,147.5043
2012-03-08,1192.22,141.69,151.5619
2012-03-09,1189.24,131.69,150.4092
2012-03-12,1207.01,126.71,149.90200000000002
2012-03-13,1223.27,127.88,155.0201
2012-03-14,1237.71,132.42,154.3285
2012-03-15,1227.71,128.81,152.4841
2012-03-16,1224.1,129.88,155.4812
2012-03-19,1237.85,128.62,154.0979
2012-03-20,1241.87,129.1,156.2651
2012-03-21,1270.55,127.93,160.1383
2012-03-22,1228.3,122.81,155.0201
2012-03-23,1253.47,120.42,159.6311
2012-03-26,1215.33,117.59,154.974
2012-03-27,1209.85,118.52,153.5907
2012-03-28,1209.57,115.35,153.9135
2012-03-29,1208.02,121.15,153.5907
2012-03-30,1241.96,126.32,158.8011
2012-04-02,1226.02,126.32,158.7089
2012-04-03,1246.34,126.23,157.2334
2012-04-04,1228.48,128.42,154.9279
2012-04-05,1228.48,128.42,154.9279
2012-04-06,1228.48,128.42,154.9279
2012-04-09,1198.7,130.47,156.219
2012-04-10,1187.69,128.71,153.7752
2012-04-11,1129.63,124.23,147.1354
2012-04-12,1168.96,125.1,149.487
2012-04-13,1149.96,126.71,150.3631
2012-04-16,1130.78,125.74,146.8587
2012-04-17,1146.26,126.47,149.1181
2012-04-18,1185.09,126.57,153.4524
2012-04-19,1139.77,130.81,152.023
2012-04-20,1120.86,127.45,148.6109
2012-04-23,1135.98,124.13,145.5677
2012-04-24,1109.17,125.49,138.8357
2012-04-25,1091.45,126.47,138.5129
2012-04-26,1113.51,121.54,138.6051
2012-04-27,1091.77,123.25,137.1296
2012-04-30,1130.23,124.67,138.974
2012-05-01,1129.63,124.67,138.8818
2012-05-02,1108.03,122.96,136.2536
2012-05-03,1102.55,121.89,135.2391
2012-05-04,1104.01,121.06,131.1815
2012-05-07,1128.26,124.57,134.0864
2012-05-08,1116.25,120.03,133.8098
2012-05-09,1098.02,119.84,135.1469
2012-05-10,1095.42,121.98,134.7319
2012-05-11,1065.18,118.52,132.5187
2012-05-14,1071.9,112.08,133.8098
2012-05-15,1072.85,111.89,133.90200000000002
2012-05-16,1071.12,108.28,132.0576
2012-05-17,1069.7,111.01,137.5446
2012-05-18,1059.65,108.96,132.9798
2012-05-21,1046.13,109.84,131.7809
2012-05-22,1032.52,109.01,129.3371
2012-05-23,1032.75,107.55,127.3083
2012-05-24,1055.63,109.25,130.6282
2012-05-25,1045.31,111.01,132.4265
2012-05-28,1063.35,112.08,133.7175
2012-05-29,1039.6,115.4,135.1008
2012-05-30,1062.03,116.08,140.2651
2012-05-31,1042.34,120.42,139.4812
2012-06-01,1029.46,122.28,137.5446
2012-06-04,1028.09,120.71,138.8818
2012-06-05,1032.06,119.84,134.7319
2012-06-06,1058.51,121.1,141.0028
2012-06-07,1054.81,122.03,139.2507
2012-06-08,1048.42,121.74,139.2046
2012-06-11,1050.06,120.62,138.8818
2012-06-12,1085.33,119.54,146.1671
2012-06-13,1078.11,117.84,150.8242
2012-06-14,1087.11,111.69,150.5475
2012-06-15,1117.53,111.94,155.8962
2012-06-18,1119.63,112.37,153.6829
2012-06-19,1121.82,112.13,159.8616
2012-06-20,1161.33,114.57,162.0749
2012-06-21,1145.35,114.67,158.6167
2012-06-22,1110.04,114.96,154.0518
2012-06-25,1104.46,113.84,154.8357
2012-06-26,1115.06,115.15,157.3717
2012-06-27,1100.31,115.5,156.8645
2012-06-28,1117.67,116.52,160.0461
2012-06-29,1158.46,118.18,160.5072
2012-07-02,1198.29,121.69,162.121
2012-07-03,1183.44,121.01,161.8904
2012-07-04,1176.36,121.54,161.4755
2012-07-05,1184.68,120.91,161.3371
2012-07-06,1184.08,119.59,159.4466
2012-07-09,1169.74,118.47,155.2507
2012-07-10,1162.02,118.42,157.0028
2012-07-11,1155.12,117.59,157.1412
2012-07-12,1154.53,115.93,156.0806
2012-07-13,1154.71,114.62,154.9279
2012-07-16,1149.59,112.67,155.5273
2012-07-17,1149.09,110.76,155.804
2012-07-18,1157.45,110.23,156.7723
2012-07-19,1153.71,109.2,156.7262
2012-07-20,1150.46,111.06,155.804
2012-07-23,1145.07,109.69,154.0518
2012-07-24,1159.92,114.13,155.0662
2012-07-25,1165.9,112.37,160.7377
2012-07-26,1151.88,114.96,165.7175
2012-07-27,1181.94,111.3,167.7924
2012-07-30,1185.68,116.65,166.8631
2012-07-31,1209.75,118.22,167.6995
2012-08-01,1219.15,118.66,172.8574
2012-08-02,1213.76,119.35,170.9057
2012-08-03,1205.61,119.3,169.6976
2012-08-06,1214.13,121.75,171.928
2012-08-07,1229.84,120.48,177.3182
2012-08-08,1235.36,122.0,178.8516
2012-08-09,1233.38,124.65,179.5021
2012-08-10,1236.33,124.55,180.5244
2012-08-13,1253.1,122.88,182.7084
2012-08-14,1247.98,125.78,181.1285
2012-08-15,1247.98,125.78,181.1285
2012-08-16,1233.01,124.8,178.2011
2012-08-17,1221.87,121.21,175.5989
2012-08-20,1221.87,121.21,175.5989
2012-08-21,1250.89,117.63,180.5244
2012-08-22,1253.83,114.39,179.4557
2012-08-23,1240.66,108.75,177.3647
2012-08-24,1232.92,109.93,176.6677
2012-08-27,1240.61,106.0,174.9019
2012-08-28,1230.25,106.84,173.3685
2012-08-29,1232.42,107.42,173.9726
2012-08-30,1222.33,112.38,175.2272
2012-08-31,1205.42,111.64,172.2068
2012-09-03,1205.52,114.1,169.2329
2012-09-04,1200.22,114.44,168.4895
2012-09-05,1199.02,113.46,167.6995
2012-09-06,1230.48,112.04,175.8777
2012-09-07,1235.5,110.86,176.0636
2012-09-10,1231.31,110.61,176.2959
2012-09-11,1244.67,110.37,177.2717
2012-09-12,1249.87,108.85,178.1546
2012-09-13,1237.67,108.55,177.8293
2012-09-14,1276.59,109.53,183.4054
2012-09-17,1263.18,109.58,179.3163
2012-09-18,1260.93,114.88,178.6657
2012-09-19,1260.93,114.88,178.6657
2012-09-20,1251.35,113.36,177.7364
2012-09-21,1270.83,113.56,181.1285
2012-09-24,1260.1,117.34,180.2921
2012-09-25,1268.16,117.78,181.1285
2012-09-26,1315.79,120.33,188.1915
2012-09-27,1333.7,119.79,187.9127
2012-09-28,1354.25,125.14,187.7268
2012-10-01,1343.15,123.18,194.6969
2012-10-02,1343.15,123.18,194.6969
2012-10-03,1348.54,127.1,199.7153
2012-10-04,1364.06,127.2,202.6892
2012-10-05,1342.82,125.78,201.0164
2012-10-08,1319.01,121.51,194.7433
2012-10-09,1317.12,120.38,195.905
2012-10-10,1312.84,118.27,194.9292
2012-10-11,1328.91,122.0,194.3716
2012-10-12,1380.04,123.08,199.6688
2012-10-15,1371.89,121.17,199.4365
2012-10-16,1331.82,117.83,194.6504
2012-10-17,1315.19,117.78,188.842
2012-10-18,1304.59,122.39,188.8885
2012-10-19,1296.95,122.05,192.0947
2012-10-22,1306.9,127.35,188.842
2012-10-23,1293.68,126.17,188.7491
2012-10-24,1293.68,126.17,188.7491
2012-10-25,1290.91,128.28,191.5371
2012-10-26,1290.91,124.65,191.5371
2012-10-29,1303.3,122.2,194.8363
2012-10-30,1269.82,122.69,188.9349
2012-10-31,1270.42,124.89,188.3773
2012-11-01,1285.2,122.69,189.8643
2012-11-02,1297.45,125.58,192.7452
2012-11-05,1323.39,125.09,195.208
2012-11-06,1357.33,132.35,200.2264
2012-11-07,1356.69,128.43,202.6892
2012-11-08,1357.33,128.18,202.6427
2012-11-09,1338.77,125.53,198.7859
2012-11-12,1321.45,126.81,196.3232
2012-11-13,1321.45,126.51,196.3232
2012-11-14,1321.45,126.51,196.3232
2012-11-15,1293.77,128.97,192.6523
2012-11-16,1269.54,124.99,188.4703
2012-11-19,1273.73,125.58,185.3105
2012-11-20,1270.28,120.92,181.9184
2012-11-21,1275.25,120.77,185.357
2012-11-22,1282.02,120.53,187.8197
2012-11-23,1272.49,121.07,188.8885
2012-11-26,1273.87,123.03,186.8904
2012-11-27,1280.96,127.35,191.0724
2012-11-28,1280.96,127.35,191.0724
2012-11-29,1286.12,123.13,193.2564
2012-11-30,1274.88,127.74,193.3028
2012-12-03,1322.79,129.8,194.6969
2012-12-04,1314.27,131.91,190.7936
2012-12-05,1319.15,131.23,192.5594
2012-12-06,1306.62,132.55,192.1876
2012-12-07,1303.35,135.05,191.6765
2012-12-10,1302.15,134.51,192.4664
2012-12-11,1315.42,132.26,196.602
2012-12-12,1309.11,133.14,195.5333
2012-12-13,1286.08,128.28,191.9553
2012-12-14,1293.72,133.14,191.8624
2012-12-17,1303.21,140.6,189.7249
2012-12-18,1299.53,140.01,191.4906
2012-12-19,1303.58,142.56,196.1838
2012-12-20,1292.02,137.41,190.7936
2012-12-21,1287.23,133.14,185.6358
2012-12-24,1299.71,132.85,186.0075
2012-12-25,1299.71,132.85,186.0075
2012-12-26,1303.76,133.88,187.0763
2012-12-27,1292.39,131.32,185.5893
2012-12-28,1298.42,130.39,187.0763
2012-12-31,1319.38,132.5,186.7045
2013-01-01,1318.37,135.25,187.5409
2013-01-02,1316.89,135.89,189.8178
2013-01-03,1323.16,135.74,191.8624
2013-01-04,1321.77,134.96,191.5371
2013-01-07,1305.79,137.46,189.4461
2013-01-08,1305.98,134.91,187.7268
2013-01-09,1287.6,132.65,183.0801
2013-01-10,1270.42,133.29,178.2011
2013-01-11,1254.16,129.26,173.2291
2013-01-14,1253.19,133.78,176.6212
2013-01-15,1279.03,134.37,184.0094
2013-01-16,1275.44,133.09,183.6377
2013-01-17,1251.81,132.11,185.8217
2013-01-18,1239.19,129.8,184.66
2013-01-21,1230.3,133.24,185.4034
2013-01-22,1251.85,132.94,184.2882
2013-01-23,1248.35,131.18,183.1266
2013-01-24,1239.88,127.55,183.3124
2013-01-25,1222.24,127.89,185.0782
2013-01-28,1224.17,134.22,183.1266
2013-01-29,1202.11,143.1,183.1266
2013-01-30,1220.39,140.01,186.1005
2013-01-31,1218.87,147.76,189.4925
2013-02-01,1214.87,147.17,184.7529
2013-02-04,1198.1,147.13,183.0801
2013-02-05,1219.43,147.47,187.7733
2013-02-06,1228.09,152.08,191.72299999999998
2013-02-07,1238.4,152.97,185.8217
2013-02-08,1201.05,149.04,176.1565
2013-02-11,1158.99,150.66,175.0878
2013-02-12,1141.58,150.86,175.5524
2013-02-13,1150.89,152.03,176.4818
2013-02-14,1147.89,145.65,177.3182
2013-02-15,1159.69,147.17,178.5728
2013-02-18,1162.77,146.29,179.4659
2013-02-19,1197.41,149.73,181.9102
2013-02-20,1207.87,147.67,187.8328
2013-02-21,1198.51,142.91,185.3886
2013-02-22,1198.47,146.93,186.6107
2013-02-25,1202.75,145.36,188.3499
2013-02-26,1196.07,138.83,185.4826
2013-02-27,1199.71,140.65,185.7176
2013-02-28,1172.31,136.08,180.077
2013-03-01,1167.56,137.51,181.0171
2013-03-04,1125.14,133.63,175.8465
2013-03-05,1157.47,143.25,182.8973
2013-03-06,1155.26,141.63,180.59400000000002
2013-03-07,1163.88,143.2,178.7138
2013-03-08,1163.51,143.25,176.1755
2013-03-11,1168.81,139.37,175.8935
2013-03-12,1185.02,136.33,178.6198
2013-03-13,1151.26,132.89,176.8336
2013-03-14,1160.01,137.36,179.1369
2013-03-15,1150.93,136.23,176.5986
2013-03-18,1129.56,136.48,170.7699
2013-03-19,1101.37,133.48,168.0436
2013-03-20,1057.57,129.9,164.6593
2013-03-21,1053.31,124.94,158.7836
2013-03-22,1074.99,121.8,165.4583
2013-03-25,1082.67,125.68,162.45
2013-03-26,1085.53,128.97,158.6426
2013-03-27,1085.53,128.97,158.6426
2013-03-28,1085.86,136.13,163.7662
2013-03-29,1085.86,136.13,163.7662
2013-04-01,1087.45,139.81,163.8132
2013-04-02,1102.16,144.43,166.4455
2013-04-03,1088.71,143.35,161.0399
2013-04-04,1067.26,138.15,157.5615
2013-04-05,1057.8,142.07,154.8822
2013-04-08,1055.6,141.38,158.2666
2013-04-09,1059.25,142.61,158.8306
2013-04-10,1074.66,148.5,159.9117
2013-04-11,1070.68,146.54,160.7108
2013-04-12,1075.46,145.75,165.4113
2013-04-15,1068.62,142.71,165.5054
2013-04-16,1100.52,143.49,169.6418
2013-04-17,1113.49,138.39,175.8465
2013-04-18,1135.03,142.56,177.9617
2013-04-19,1135.03,142.56,177.9617
2013-04-22,1139.81,147.57,176.5986
2013-04-23,1138.59,144.57,174.8594
2013-04-24,1138.59,144.57,174.8594
2013-04-25,1175.64,142.81,179.1839
2013-04-26,1168.71,142.17,176.3166
2013-04-29,1162.11,142.71,173.9663
2013-04-30,1155.27,142.32,175.3764
2013-05-01,1155.27,142.32,175.3764
2013-05-02,1170.91,143.59,178.6668
2013-05-03,1149.65,152.67,177.4917
2013-05-06,1134.52,149.63,175.0004
2013-05-07,1146.98,147.57,174.1543
2013-05-08,1138.5,151.54,173.0262
2013-05-09,1137.19,148.75,175.9405
2013-05-10,1163.98,148.16,178.1968
2013-05-13,1130.54,147.57,174.9064
2013-05-14,1128.24,147.17,174.9534
2013-05-15,1151.94,149.68,175.2354
2013-05-16,1171.33,159.0,175.4235
2013-05-17,1189.04,165.14,179.0899
2013-05-20,1167.77,164.5,176.9746
2013-05-21,1145.43,157.68,174.4834
2013-05-22,1142.72,151.79,175.2354
2013-05-23,1129.88,149.63,173.8723
2013-05-24,1148.71,153.75,174.4834
2013-05-27,1166.65,155.08,174.4834
2013-05-28,1166.7,154.93,173.4022
2013-05-29,1157.94,150.66,173.1672
2013-05-30,1165.24,151.79,171.19299999999998
2013-05-31,1141.64,149.24,171.428
2013-06-03,1145.99,150.71,167.6206
2013-06-04,1141.5,152.47,163.9072
2013-06-05,1128.71,151.69,161.1339
2013-06-06,1131.85,149.68,164.3772
2013-06-07,1128.76,149.24,161.6509
2013-06-10,1151.33,148.01,162.591
2013-06-11,1147.87,145.56,165.2233
2013-06-12,1135.27,141.48,163.8602
2013-06-13,1128.57,140.65,164.5653
2013-06-14,1137.99,145.85,167.3856
2013-06-17,1128.95,147.22,168.3727
2013-06-18,1137.75,151.1,168.3727
2013-06-19,1139.16,147.57,172.6971
2013-06-20,1103.51,146.14,172.9792
2013-06-21,1089.98,148.65,175.1884
2013-06-24,1091.01,147.96,168.8427
2013-06-25,1097.71,142.32,172.1331
2013-06-26,1094.38,145.06,166.9625
2013-06-27,1126.6,146.98,171.005
2013-06-28,1145.29,147.52,175.6585
2013-07-01,1142.86,148.75,177.7267
2013-07-02,1156.2,147.27,175.3294
2013-07-03,1128.57,146.39,177.1156
2013-07-04,1157.8,146.14,177.3507
2013-07-05,1160.09,145.65,178.8078
2013-07-08,1177.05,146.44,181.5811
2013-07-09,1171.61,146.54,183.4613
2013-07-10,1170.82,146.49,182.3332
2013-07-11,1171.15,147.22,185.9996
2013-07-12,1162.86,149.04,185.3415
2013-07-15,1163.46,146.54,185.2005
2013-07-16,1178.17,145.85,188.3029
2013-07-17,1194.0,143.99,194.0845
2013-07-18,1194.66,146.98,198.69099999999997
2013-07-19,1194.8,143.99,194.8836
2013-07-22,1162.53,142.95,185.7176
2013-07-23,1169.97,144.08,184.7305
2013-07-24,1152.69,142.95,179.7479
2013-07-25,1119.63,144.62,160.7578
2013-07-26,1135.22,140.94,167.3856
2013-07-29,1118.88,136.87,160.8988
2013-07-30,1110.27,134.15,159.0979
2013-07-31,1109.52,123.82,158.7662
2013-08-01,1085.98,139.34,158.7188
2013-08-02,1110.79,123.82,162.368
2013-08-05,1123.04,121.84,168.2921
2013-08-06,1098.79,128.57,169.8087
2013-08-07,1096.66,132.67,168.0552
2013-08-08,1098.03,140.58,169.6665
2013-08-09,1098.03,140.58,169.6665
2013-08-12,1104.65,142.7,169.4296
2013-08-13,1097.46,142.7,165.25900000000001
2013-08-14,1124.64,143.79,167.4391
2013-08-15,1124.64,143.79,167.4391
2013-08-16,1095.67,140.33,164.3585
2013-08-19,1063.14,129.75,156.3965
2013-08-20,1016.34,126.24,154.0269
2013-08-21,951.34,125.25,147.6288
2013-08-22,944.73,120.9,149.7615
2013-08-23,935.7,121.94,151.2307
2013-08-26,947.33,122.39,155.2591
2013-08-27,891.36,122.09,151.1833
2013-08-28,893.15,121.4,151.752
2013-08-29,905.77,126.29,155.8752
2013-08-30,911.49,124.51,162.6524
2013-09-02,900.06,128.91,161.2306
2013-09-03,879.73,120.56,159.8088
2013-09-04,880.77,122.29,160.2827
2013-09-05,887.48,121.15,161.5149
2013-09-06,909.79,125.4,163.3159
2013-09-09,909.79,125.4,163.3159
2013-09-10,966.76,127.92,176.4437
2013-09-11,995.69,126.74,176.2541
2013-09-12,971.29,127.68,171.4201
2013-09-13,986.75,134.64,170.8513
2013-09-16,987.41,134.69,169.1452
2013-09-17,1001.97,130.79,169.6191
2013-09-18,1006.79,131.53,169.9509
2013-09-19,1038.04,136.37,177.5337
2013-09-20,1061.96,138.1,182.8891
2013-09-23,1050.52,138.01,180.1878
2013-09-24,1038.56,137.31,179.856
2013-09-25,1035.3,139.09,179.0503
