DATE,Nifty_Close,Infy_Close
2016-07-20,8565.849609,1071.60708
2016-07-19,8528.549805,1075.4162
2016-07-18,8508.700195,1070.46925
2016-07-15,8541.400391,1061.16909
2016-07-14,8565.00,1163.76867
2016-07-13,8519.50,1181.1325
2016-07-12,8521.049805,1164.06554
2016-07-11,8467.900391,1162.58146
2016-07-08,8323.200195,1145.91016
2016-07-07,8337.900391,1144.97028
2016-07-05,8335.950195,1162.97711
2016-07-04,8370.700195,1171.38692
2016-07-01,8328.349609,1159.95955
2016-06-30,8287.75,1158.37655
2016-06-29,8204.00,1164.36228
2016-06-28,8127.850098,1146.85015
2016-06-27,8094.700195,1153.82527
2016-06-24,8088.600098,1181.87454
2016-06-23,8270.450195,1198.74355
2016-06-22,8203.700195,1186.77197
2016-06-21,8219.900391,1193.30191
2016-06-20,8238.50,1195.92381
2016-06-17,8170.200195,1166.98419
2016-06-16,8140.75,1173.41522
2016-06-15,8206.599609,1177.32325
2016-06-14,8108.850098,1162.53194
2016-06-13,8110.600098,1168.36936
2016-06-10,8170.049805,1168.07249
2016-06-09,8203.599609,1172.92052
2016-06-08,8273.049805,1210.8636
2016-06-07,8266.450195,1229.73908
2016-06-06,8201.049805,1238.88337
2016-06-03,8220.799805,1239.03009
2016-06-02,8218.950195,1233.79781
2016-06-01,8179.950195,1230.52141
2016-05-31,8160.100098,1221.18157
2016-05-30,8178.50,1239.71465
2016-05-27,8156.649902,1220.05684
2016-05-26,8069.649902,1207.00054
2016-05-25,7934.899902,1182.06151
2016-05-24,7748.850098,1161.62125
2016-05-23,7731.049805,1161.86575
2016-05-20,7749.700195,1175.16655
2016-05-19,7783.399902,1179.22528
2016-05-18,7870.149902,1183.23506
2016-05-17,7890.75,1187.53829
2016-05-16,7860.75,1188.27179
2016-05-13,7814.899902,1180.69228
2016-05-12,7900.399902,1183.38179
2016-05-11,7848.850098,1175.41105
2016-05-10,7887.799805,1186.12024
2016-05-09,7866.049805,1172.67272
2016-05-06,7733.450195,1155.50874
2016-05-05,7735.50,1166.21781
2016-05-04,7706.549805,1162.69703
2016-05-03,7747.00,1151.89019
2016-05-02,7805.899902,1174.62872
2016-04-29,7849.799805,1181.52356
2016-04-28,7847.25,1182.55051
2016-04-27,7979.899902,1212.86855
2016-04-26,7962.649902,1205.04454
2016-04-25,7855.049805,1189.10307
2016-04-22,7899.299805,1184.60429
2016-04-21,7912.049805,1199.32326
2016-04-20,7914.75,1216.24261
2016-04-18,7914.700195,1211.45038
2016-04-13,7850.450195,1146.90228
2016-04-12,7708.950195,1156.1933
2016-04-11,7671.399902,1157.85597
2016-04-08,7555.200195,1140.10522
2016-04-07,7546.450195,1155.50874
2016-04-06,7614.350098,1174.28632
2016-04-05,7603.200195,1192.96625
2016-04-04,7758.799805,1216.34039
2016-04-01,7713.049805,1178.93183
2016-03-31,7738.399902,1191.49925
2016-03-30,7735.200195,1179.42083
2016-03-29,7597.00,1170.91227
2016-03-28,7615.100098,1178.394
2016-03-23,7716.50,1181.23023
2016-03-22,7714.899902,1163.77281
2016-03-21,7704.25,1168.61399
2016-03-18,7604.350098,1167.14698
2016-03-17,7512.549805,1136.19321
2016-03-16,7498.75,1127.09775
2016-03-15,7460.600098,1109.4449
2016-03-14,7538.75,1116.09524
2016-03-11,7510.200195,1117.85569
2016-03-10,7486.149902,1117.36669
2016-03-09,7531.799805,1152.57474
2016-03-08,7485.299805,1137.85577
2016-03-04,7485.350098,1144.89745
2016-03-03,7475.600098,1143.57717
2016-03-02,7368.850098,1130.56971
2016-03-01,7222.299805,1100.69171
2016-02-29,6987.049805,1060.20255
2016-02-26,7029.75,1096.48638
2016-02-25,6970.600098,1085.87509
2016-02-24,7018.700195,1100.59394
2016-02-23,7109.549805,1099.17588
2016-02-22,7234.549805,1101.86539
2016-02-19,7210.75,1102.45216
2016-02-18,7191.75,1098.68688
2016-02-17,7108.450195,1073.6989
2016-02-16,7048.25,1055.41032
2016-02-15,7162.950195,1067.73311
2016-02-12,6980.950195,1060.78932
2016-02-11,6976.350098,1054.92132
2016-02-10,7215.700195,1084.16358
2016-02-09,7298.200195,1083.28336
2016-02-08,7387.25,1125.48415
2016-02-05,7489.100098,1148.85829
2016-02-04,7404.00,1153.79724
2016-02-03,7361.799805,1132.23226
2016-02-02,7455.549805,1149.68968
2016-02-01,7555.950195,1147.53801
2016-01-29,7563.549805,1139.27394
2016-01-28,7424.649902,1104.75044
2016-01-27,7437.75,1113.45468
2016-01-25,7436.149902,1112.6234
2016-01-22,7422.450195,1111.25418
2016-01-21,7276.799805,1112.03663
2016-01-20,7309.299805,1096.58415
2016-01-19,7435.100098,1114.57941
2016-01-18,7351.00,1106.99989
2016-01-15,7437.799805,1114.82391
2016-01-14,7536.799805,1108.07567
2016-01-13,7562.399902,1059.56682
2016-01-12,7510.299805,1026.8526
2016-01-11,7563.850098,1032.47611
2016-01-08,7601.350098,1039.90902
2016-01-07,7568.299805,1027.684
2016-01-06,7741.00,1045.82585
2016-01-05,7784.649902,1050.42253
2016-01-04,7791.299805,1055.16582
2015-12-31,7946.350098,1081.08285
2015-12-30,7896.25,1062.40305
2015-12-29,7928.950195,1080.39818
2015-12-28,7925.149902,1080.44713
2015-12-24,7861.049805,1072.23189
2015-12-23,7865.950195,1076.6329
2015-12-22,7786.100098,1059.9091
2015-12-21,7834.450195,1079.17568
2015-12-18,7761.950195,1059.32232
2015-12-17,7844.350098,1082.74541
2015-12-16,7750.899902,1071.74289
2015-12-15,7700.899902,1053.84554
2015-12-14,7650.049805,1045.97258
2015-12-11,7610.450195,1029.64
2015-12-10,7683.299805,1024.30982
2015-12-09,7612.50,1005.58107
2015-12-08,7701.700195,1021.42476
2015-12-07,7765.399902,1023.23404
2015-12-04,7781.899902,1025.9725
2015-12-03,7864.149902,1034.48106
2015-12-02,7931.350098,1037.36612
2015-12-01,7954.899902,1055.26359
2015-11-30,7935.25,1063.96783
2015-11-27,7942.700195,1042.89185
2015-11-26,7883.799805,1029.24878
2015-11-24,7831.600098,1018.24626
2015-11-23,7849.25,1030.52011
2015-11-20,7856.549805,1029.24878
2015-11-19,7842.75,1024.74999
2015-11-18,7731.799805,997.5615
2015-11-17,7837.549805,1038.14857
2015-11-16,7806.600098,1056.43715
2015-11-13,7762.25,1076.58407
2015-11-11,7825.00,1079.5669
2015-11-10,7783.350098,1079.5669
2015-11-09,7915.200195,1109.64045
2015-11-06,7954.299805,1113.25913
2015-11-05,7955.450195,1098.19788
2015-11-04,8040.200195,1111.79212
2015-11-03,8060.700195,1120.30069
2015-11-02,8050.799805,1106.31522
2015-10-30,8065.799805,1110.47173
2015-10-29,8111.75,1119.86064
2015-10-28,8171.200195,1127.83125
2015-10-27,8232.900391,1124.11492
2015-10-26,8260.549805,1126.80442
2015-10-23,8295.450195,1124.60392
2015-10-21,8251.700195,1113.3569
2015-10-20,8261.650391,1101.18071
2015-10-19,8275.049805,1087.48869
2015-10-16,8238.150391,1070.81384
2015-10-15,8179.50,1063.42989
2015-10-14,8107.899902,1063.67216
2015-10-13,8131.700195,1065.41657
2015-10-12,8143.600098,1088.19016
2015-10-09,8189.700195,1131.31463
2015-10-08,8129.350098,1097.15424
2015-10-07,8177.399902,1098.17171
2015-10-06,8152.899902,1118.91024
2015-10-05,8119.299805,1145.22103
2015-10-01,7950.899902,1136.79001
2015-09-30,7948.899902,1126.03302
2015-09-29,7843.299805,1087.17257
2015-09-28,7795.700195,1071.37649
2015-09-24,7868.50,1105.29461
2015-09-23,7845.950195,1081.7457
2015-09-22,7812.00,1073.21767
2015-09-21,7977.100098,1070.50429
2015-09-18,7981.899902,1070.3104
2015-09-16,7899.149902,1067.59702
2015-09-15,7829.100098,1065.22268
2015-09-14,7872.25,1065.75573
2015-09-11,7789.299805,1057.03393
2015-09-10,7788.100098,1047.05226
2015-09-09,7818.600098,1055.04725
2015-09-08,7688.25,1026.07158
2015-09-07,7558.799805,1026.02307
2015-09-04,7655.049805,1040.75318
2015-09-03,7823.00,1065.36807
2015-09-02,7717.00,1065.46495
2015-09-01,7785.850098,1055.33802
2015-08-31,7971.299805,1060.57112
2015-08-28,8001.950195,1076.70648
2015-08-27,7948.950195,1049.32971
2015-08-26,7791.850098,1031.69222
2015-08-25,7880.700195,1052.0916
2015-08-24,7809.00,1058.29379
2015-08-21,8299.950195,1114.35557
2015-08-20,8372.75,1099.48008
2015-08-19,8495.150391,1139.21273
2015-08-18,8466.549805,1128.35886
2015-08-17,8477.299805,1106.84513
2015-08-14,8518.549805,1113.72564
2015-08-13,8355.849609,1122.20517
2015-08-12,8349.450195,1109.02558
2015-08-11,8462.349609,1074.86519
2015-08-10,8525.599609,1052.43075
2015-08-07,8564.599609,1061.73398
2015-08-06,8588.650391,1053.35134
2015-08-05,8567.950195,1052.76991
2015-08-04,8516.900391,1024.56944
2015-08-03,8543.049805,1045.59863
2015-07-31,8532.849609,1043.75745
2015-07-30,8421.799805,1036.92533
2015-07-29,8375.049805,1051.84932
2015-07-28,8337.00,1029.99632
2015-07-27,8361.00,1032.37066
2015-07-24,8521.549805,1053.98127
2015-07-23,8589.799805,1064.05982
2015-07-22,8633.50,1069.05065
2015-07-21,8529.450195,1078.257
2015-07-20,8603.450195,970.30045
2015-07-17,8609.849609,970.88188
2015-07-16,8608.049805,958.47755
2015-07-15,8523.799805,953.58367
2015-07-14,8454.099609,941.22778
2015-07-13,8459.650391,920.78002
2015-07-10,8360.549805,908.52102
2015-07-09,8328.549805,909.00557
2015-07-08,8363.049805,927.9028
2015-07-07,8510.799805,950.19185
2015-07-06,8522.150391,952.90529
2015-07-03,8484.900391,959.68891
2015-07-02,8444.900391,957.46002
2015-07-01,8453.049805,966.56948
2015-06-30,8368.50,953.92282
2015-06-29,8318.400391,959.54359
2015-06-26,8381.099609,974.17681
2015-06-25,8398.00,959.8343
2015-06-24,8360.849609,964.34053
2015-06-23,8381.549805,969.47675
2015-06-22,8353.099609,992.20184
2015-06-19,8224.950195,964.5828
2015-06-18,8174.600098,970.97883
2015-06-17,8091.549805,964.92202
2015-06-16,8047.299805,968.45916
2015-06-15,8013.899902,959.8343
2015-06-12,7982.899902,464.20577
2015-06-11,7965.350098,455.65052
2015-06-10,8124.450195,462.231
2015-06-09,8022.399902,454.38459
2015-06-08,8044.149902,912.40046
2015-06-05,8114.700195,917.69222
2015-06-04,8130.649902,925.17369
2015-06-03,8135.100098,921.90738
2015-06-02,8236.450195,916.32366
2015-06-01,8433.400391,934.1788
2015-05-29,8433.650391,922.93836
2015-05-28,8319.00,919.94575
2015-05-27,8334.599609,898.00319
2015-05-26,8339.349609,915.70325
2015-05-25,8370.25,920.03702
2015-05-22,8458.950195,933.55834
2015-05-21,8421.00,934.47071
2015-05-20,8423.25,933.95071
2015-05-19,8365.650391,922.56426
2015-05-18,8373.650391,909.20259
2015-05-15,8262.349609,894.92393
2015-05-14,8224.200195,882.62973
2015-05-13,8235.450195,892.62017
2015-05-12,8126.950195,888.24079
2015-05-11,8325.25,909.47629
2015-05-08,8191.50,893.1904
2015-05-07,8057.299805,886.82662
2015-05-06,8097.00,876.81335
2015-05-05,8324.799805,895.38012
2015-05-04,8331.950195,909.22537
2015-04-30,8181.50,886.02829
2015-04-29,8239.75,894.65023
2015-04-28,8285.599609,894.53618
2015-04-27,8213.799805,905.37061
2015-04-24,8305.25,910.18335
2015-04-23,8398.299805,968.02782
2015-04-22,8429.700195,975.18993
2015-04-21,8377.75,977.42531
2015-04-20,8448.099609,972.65351
2015-04-17,8606.00,994.13994
2015-04-16,8706.700195,1001.16516
2015-04-13,8834.00,1021.31043
2015-04-10,8780.349609,1019.09332
2015-04-09,8778.299805,1010.45317
2015-04-08,8714.400391,1003.86586
2015-04-07,8660.299805,985.13482
2015-04-06,8659.900391,993.66548
2015-04-01,8586.25,991.72212
2015-03-31,8491.00,1011.98601
2015-03-30,8492.299805,1016.3836
2015-03-27,8341.400391,1004.58656
2015-03-26,8342.150391,979.14058
2015-03-25,8530.799805,1012.32358
2015-03-24,8542.950195,1008.82912
2015-03-23,8550.900391,1018.86522
2015-03-20,8570.900391,1029.8137
2015-03-19,8634.650391,1017.49666
2015-03-18,8685.900391,1017.06788
2015-03-17,8723.299805,1022.08593
2015-03-16,8633.150391,1034.01059
2015-03-13,8647.75,1012.91653
2015-03-12,8776.00,1011.95861
2015-03-11,8699.950195,995.49023
2015-03-10,8712.049805,1002.698
2015-03-09,8756.75,999.07591
2015-03-05,8937.75,1025.3249
2015-03-04,8922.650391,1037.66009
2015-03-03,8996.25,1048.25284
2015-03-02,8956.75,1045.44266
2015-02-27,8844.599609,1033.6092
2015-02-26,8683.849609,1030.11485
2015-02-25,8767.25,1057.25795
2015-02-24,8762.099609,1036.82077
2015-02-23,8754.950195,1033.53625
2015-02-20,8833.599609,1041.51952
2015-02-19,8895.299805,1060.49681
2015-02-18,8869.099609,1047.63237
2015-02-16,8809.349609,1039.53963
2015-02-13,8805.50,1047.44994
2015-02-12,8711.549805,1054.33829
2015-02-11,8627.400391,1042.32241
2015-02-10,8565.549805,1039.3298
2015-02-09,8526.349609,1025.91785
2015-02-06,8661.049805,1017.52406
2015-02-05,8711.700195,1000.78204
2015-02-04,8723.700195,977.54392
2015-02-03,8756.549805,967.52597
2015-02-02,8797.400391,974.8068
2015-01-30,8808.900391,977.10589
2015-01-29,8952.349609,978.74821
2015-01-28,8914.299805,978.31942
2015-01-27,8910.50,974.64253
2015-01-23,8835.599609,1010.48057
2015-01-22,8761.400391,1001.98632
2015-01-21,8729.50,989.87911
2015-01-20,8695.599609,969.03141
2015-01-19,8550.700195,959.13219
2015-01-16,8513.799805,966.33996
2015-01-15,8494.150391,973.61154
2015-01-14,8277.549805,971.05685
2015-01-13,8299.400391,952.928
2015-01-12,8323.00,965.26331
2015-01-09,8284.50,946.33156
2015-01-08,8234.599609,900.26129
2015-01-07,8102.100098,895.74509
2015-01-06,8127.350098,891.4797
2015-01-05,8378.400391,910.50271
2015-01-02,8395.450195,918.39471
2014-12-31,8282.700195,899.85077
2014-12-30,8248.25,897.02238
2014-12-29,8246.299805,893.12202
2014-12-26,8200.700195,890.59016
2014-12-24,8174.100098,880.69093
2014-12-23,8267.00,899.44019
2014-12-22,8324.00,912.19058
2014-12-19,8225.200195,911.75723
2014-12-18,8159.299805,896.81712
2014-12-17,8029.799805,884.31759
2014-12-16,8067.600098,884.0895
2014-12-15,8219.599609,878.06786
2014-12-12,8224.099609,884.38603
2014-12-11,8292.900391,876.35716
2014-12-10,8355.650391,895.8363
2014-12-09,8340.700195,896.31532
2014-12-08,8438.25,898.75591
2014-12-05,8538.299805,944.443
2014-12-04,8564.400391,958.81288
2014-12-03,8537.650391,968.7121
2014-12-02,8524.700195,970.12633
2014-12-01,8555.900391,496.08459
2014-11-28,8588.25,497.22506
2014-11-27,8494.200195,497.9139
2014-11-26,8475.75,490.4507
2014-11-25,8463.099609,490.76549
2014-11-24,8530.150391,975.12611
2014-11-21,8477.349609,945.71121
2014-11-20,8401.900391,963.83093
2014-11-19,8382.299805,951.91528
2014-11-18,8425.900391,953.96812
2014-11-17,8430.75,962.19775
2014-11-14,8389.900391,956.08489
2014-11-13,8357.849609,953.11055
2014-11-12,8383.299805,936.55095
2014-11-11,8362.650391,940.93039
2014-11-10,8344.25,950.12707
2014-11-07,8337.00,950.37343
2014-11-05,8338.299805,940.83906
2014-11-03,8324.150391,931.96169
2014-10-31,8322.200195,924.06056
2014-10-30,8169.200195,900.18194
2014-10-29,8090.450195,885.33215
2014-10-28,8027.600098,864.07387
2014-10-27,7991.700195,867.45055
2014-10-23,8014.549805,867.90674
2014-10-22,7995.899902,865.8539
2014-10-21,7927.75,860.58403
2014-10-20,7879.399902,869.57183
2014-10-17,7779.700195,878.53496
2014-10-16,7748.200195,881.64891
2014-10-14,7864.00,866.36663
2014-10-13,7884.25,871.72892
2014-10-10,7859.950195,859.81032
2014-10-09,7960.549805,806.33587
2014-10-08,7842.700195,807.07611
2014-10-07,7852.399902,847.13025
2014-10-01,7945.549805,850.66798
2014-09-30,7964.799805,828.65712
2014-09-29,7958.899902,828.94457
2014-09-26,7968.850098,813.70935
2014-09-25,7911.850098,816.10882
2014-09-24,8002.399902,805.89365
2014-09-23,8017.549805,797.5579
2014-09-22,8146.299805,807.17609
2014-09-19,8121.450195,818.5525
2014-09-18,8114.75,817.43547
2014-09-17,7975.50,827.17571
2014-09-16,7932.899902,807.31935
2014-09-15,8042.00,805.11977
2014-09-12,8105.50,811.44342
2014-09-11,8085.700195,814.59378
2014-09-10,8094.100098,810.86858
2014-09-09,8152.950195,826.07017
2014-09-08,8173.899902,836.15179
2014-09-05,8086.850098,824.89829
2014-09-04,8095.950195,820.03391
2014-09-03,8114.600098,825.6713
2014-09-02,8083.049805,799.02868
2014-09-01,8027.700195,795.91017
2014-08-28,7954.350098,795.72269
2014-08-27,7936.049805,802.7433
2014-08-26,7904.75,801.32731
2014-08-25,7906.299805,802.13482
2014-08-22,7913.200195,796.20912
2014-08-21,7891.100098,784.70002
2014-08-20,7875.299805,785.93911
2014-08-19,7897.50,784.4462
2014-08-18,7874.25,787.09949
2014-08-14,7791.700195,798.76336
2014-08-13,7739.549805,797.8453
2014-08-12,7727.049805,790.85832
2014-08-11,7625.950195,790.12866
2014-08-08,7568.549805,770.04056
2014-08-07,7649.25,775.50283
2014-08-06,7672.049805,790.64871
2014-08-05,7746.549805,776.75163
2014-08-04,7683.649902,766.26051
2014-08-01,7602.600098,738.78744
2014-07-31,7721.299805,744.61317
2014-07-30,7791.399902,745.61965
2014-07-28,7748.700195,745.37646
2014-07-25,7790.450195,741.19749
2014-07-24,7830.600098,747.84136
2014-07-23,7795.75,740.58901
2014-07-22,7767.850098,714.99622
2014-07-21,7684.200195,707.69966
2014-07-18,7663.899902,718.94345
2014-07-17,7640.450195,716.23445
2014-07-16,7624.399902,714.08971
2014-07-15,7526.649902,713.21586
2014-07-14,7454.149902,713.12744
2014-07-11,7459.600098,735.54775
2014-07-10,7567.75,728.04158
2014-07-09,7585.00,731.9446
2014-07-08,7623.200195,738.97492
2014-07-07,7787.149902,739.70458
2014-07-04,7751.600098,717.70436
2014-07-03,7714.799805,709.91074
2014-07-02,7725.149902,710.92786
2014-07-01,7634.700195,712.19966
2014-06-30,7611.350098,719.82788
2014-06-27,7508.799805,712.7188
2014-06-26,7493.200195,703.67551
2014-06-25,7569.25,710.03193
2014-06-24,7580.200195,708.38512
2014-06-23,7493.350098,714.7424
2014-06-20,7511.450195,733.32609
2014-06-19,7540.700195,732.28684
2014-06-18,7558.200195,716.49976
2014-06-17,7631.700195,717.90425
2014-06-16,7533.549805,717.30635
2014-06-13,7542.100098,704.6705
2014-06-12,7649.899902,702.0287
2014-06-11,7626.850098,706.07499
2014-06-10,7656.399902,679.93914
2014-06-09,7654.600098,660.32689
2014-06-06,7583.399902,663.99816
2014-06-05,7474.100098,672.42147
2014-06-04,7402.25,659.89617
2014-06-03,7415.850098,667.12639
2014-06-02,7362.50,661.8083
2014-05-30,7229.950195,649.92419
2014-05-29,7235.649902,646.62971
2014-05-28,7329.649902,663.61078
2014-05-27,7318.00,655.40311
2014-05-26,7359.049805,647.20548
2014-05-23,7367.100098,641.91466
2014-05-22,7276.399902,651.18883
2014-05-21,7252.899902,660.223
2014-05-20,7275.50,652.92457
2014-05-19,7263.549805,630.51744
2014-05-16,7203.00,664.49997
2014-05-15,7123.149902,684.34492
2014-05-14,7108.75,680.50795
2014-05-13,7108.75,682.83925
2014-05-12,7014.25,663.98722
2014-05-09,6858.799805,650.67608
2014-05-08,6659.850098,641.02547
2014-05-07,6652.549805,641.4546
2014-05-06,6715.299805,661.90599
2014-05-05,6699.350098,664.3636
2014-05-02,6694.799805,673.31408
2014-04-30,6696.399902,665.17921
2014-04-29,6715.25,664.54178
2014-04-28,6761.25,664.60453
2014-04-25,6782.75,664.09178
2014-04-23,6840.799805,663.47442
2014-04-22,6815.350098,658.8737
2014-04-21,6817.649902,665.62839
2014-04-17,6779.399902,667.53225
2014-04-16,6675.299805,660.26481
2014-04-15,6733.100098,681.69994
2014-04-11,6776.299805,676.54462
2014-04-10,6796.399902,669.4453
2014-04-09,6796.200195,680.60246
2014-04-07,6695.049805,688.72645
2014-04-04,6694.350098,693.46354
2014-04-03,6736.100098,698.08431
2014-04-02,6752.549805,694.71827
2014-04-01,6721.049805,693.02354
2014-03-31,6704.200195,686.50978
2014-03-28,6695.899902,682.2855
2014-03-27,6641.75,675.68806
2014-03-26,6601.399902,679.42047
2014-03-25,6589.75,680.57065
2014-03-24,6583.50,685.04592
2014-03-21,6493.200195,691.28781
2014-03-20,6483.100098,690.74493
2014-03-19,6524.049805,684.19937
2014-03-18,6516.649902,700.67829
2014-03-14,6504.200195,709.79521
2014-03-13,6493.100098,702.15221
2014-03-12,6516.899902,767.75416
2014-03-11,6511.899902,768.60153
2014-03-10,6537.25,767.8169
2014-03-07,6526.649902,782.18366
2014-03-06,6401.149902,801.33932
2014-03-05,6328.649902,799.20627
2014-03-04,6297.950195,794.57462
2014-03-03,6221.450195,794.30193
2014-02-28,6276.950195,799.86545
2014-02-26,6238.799805,796.23673
2014-02-25,6200.049805,791.09228
2014-02-24,6186.100098,784.19121
2014-02-21,6155.450195,784.35852
2014-02-20,6091.450195,776.10821
2014-02-19,6152.75,784.92314
2014-02-18,6127.100098,769.99177
2014-02-17,6073.299805,765.00375
2014-02-14,6048.350098,762.10783
2014-02-13,6001.100098,749.87412
2014-02-12,6084.00,752.86459
2014-02-11,6062.700195,752.05904
2014-02-10,6053.450195,747.36464
2014-02-07,6063.200195,745.84891
2014-02-06,6036.299805,745.25248
2014-02-05,6022.399902,748.92219
2014-02-04,6000.899902,744.70879
2014-02-03,6001.799805,758.93917
2014-01-31,6089.50,773.98604
2014-01-30,6073.700195,774.64435
2014-01-29,6120.25,777.47839
2014-01-28,6126.25,768.54884
2014-01-27,6135.850098,780.48974
2014-01-24,6266.75,785.91607
2014-01-23,6345.649902,793.09988
2014-01-22,6338.950195,787.53719
2014-01-21,6313.799805,785.95875
2014-01-20,6303.950195,784.06577
2014-01-17,6261.649902,779.97781
2014-01-16,6318.899902,778.99494
2014-01-15,6320.899902,776.27634
2014-01-14,6241.850098,770.98551
2014-01-13,6272.75,766.43667
2014-01-10,6171.450195,742.64849
2014-01-09,6168.350098,721.64248
2014-01-08,6174.600098,716.8954
2014-01-07,6162.25,722.96998
2014-01-06,6191.450195,735.67462
2014-01-03,6211.149902,745.55529
2014-01-02,6221.149902,727.86431
2013-12-31,6304.00,728.92999
2013-12-30,6291.100098,732.4232
2013-12-27,6313.799805,744.7506
2013-12-26,6278.899902,736.2493
2013-12-24,6268.399902,729.08724
2013-12-23,6284.50,725.33308
2013-12-20,6274.25,742.67024
2013-12-19,6166.649902,734.49269
2013-12-18,6217.149902,723.03272
2013-12-17,6139.049805,722.80354
2013-12-16,6154.700195,721.94529
2013-12-13,6168.399902,705.55087
2013-12-12,6237.049805,703.45964
2013-12-11,6307.899902,705.65543
2013-12-10,6332.850098,704.9235
2013-12-09,6363.899902,698.22068
2013-12-06,6259.899902,695.50208
2013-12-05,6241.100098,700.83472
2013-12-04,6160.950195,703.77332
2013-12-03,6201.850098,700.30185
2013-12-02,6217.850098,698.19975
2013-11-29,6176.100098,701.51478
2013-11-28,6091.850098,695.92032
2013-11-27,6057.100098,688.70557
2013-11-26,6059.100098,693.49447
2013-11-25,6115.350098,695.54389
2013-11-22,5995.450195,700.06098
2013-11-21,5999.049805,699.38173
2013-11-20,6122.899902,711.47907
2013-11-19,6203.350098,720.00044
2013-11-18,6189.00,711.87644
2013-11-14,6056.149902,701.45122
2013-11-13,5989.600098,696.80951
2013-11-12,6018.049805,697.81331
2013-11-11,6078.799805,703.19782
2013-11-08,6140.75,702.66496
2013-11-07,6187.25,702.15221
2013-11-06,6215.149902,691.39237
2013-11-05,6253.149902,682.96556
2013-11-01,6307.200195,685.23411
2013-10-31,6299.149902,692.17699
2013-10-30,6251.700195,695.10471
2013-10-29,6220.899902,697.5515
2013-10-28,6101.100098,695.01021
2013-10-25,6144.899902,696.70495
2013-10-24,6164.350098,691.93693
2013-10-23,6178.350098,695.29295
2013-10-22,6202.799805,698.96349
2013-10-21,6204.950195,697.51969
2013-10-18,6189.350098,693.14985
2013-10-17,6045.850098,683.51931
2013-10-15,6089.049805,684.83681
2013-10-14,6112.700195,678.62126
2013-10-11,6096.200195,668.44465
2013-10-10,6020.950195,638.45703
2013-10-09,6007.450195,634.83401
2013-10-08,5928.399902,619.38004
2013-10-07,5906.149902,616.87
2013-10-04,5907.299805,615.75702
2013-10-03,5909.700195,619.99245
2013-10-01,5780.049805,615.47125
2013-09-30,5735.299805,615.06298
2013-09-27,5833.200195,613.75652
2013-09-26,5882.25,614.92009
2013-09-25,5873.850098,614.3787
2013-09-24,5892.450195,615.49168
2013-09-23,5889.75,616.36943
2013-09-20,6012.100098,611.41872
2013-09-19,6115.549805,616.2878
2013-09-18,5899.450195,615.90972
2013-09-17,5850.200195,617.02271
2013-09-16,5840.549805,611.06188
2013-09-13,5850.600098,618.13564
2013-09-12,5850.700195,625.852
2013-09-11,5913.149902,636.72187
2013-09-10,5896.75,644.84646
2013-09-09,5680.399902,618.33978
